"user_id","user_id_str","followers_count","friends_count","listed_count","favourites_count","statuses_count","total_tweets","covid_tweets","covid_pct","is_covid"
100008186,"100008186",18,130,0,1486,16,1,0,0.0,False
1000126763379326976,"1000126763379326976",222,109,3,97978,2904,313,6,0.019169329073482427,True
1000162591,"1000162591",65,230,0,369,6965,7,0,0.0,False
1000540062,"1000540062",1059,1780,62,1419,3444,23,0,0.0,False
1000737216170221568,"1000737216170221568",473,494,0,22338,7993,6,0,0.0,False
1000839024792174592,"1000839024792174592",1306,256,4,48624,4092,506,0,0.0,False
1001010281609355264,"1001010281609355264",96,845,2,3757,1708,984,16,0.016260162601626018,True
1001091505455550464,"1001091505455550464",226,487,2,36424,442,10,0,0.0,False
1001128759146287104,"1001128759146287104",83,1714,0,31152,10308,1402,1,0.0007132667617689016,True
1001189629977128960,"1001189629977128960",2436,2256,5,19923,7013,3051,66,0.021632251720747297,True
1001508889144283137,"1001508889144283137",14,12,0,20,92,1,0,0.0,False
1001530759126056960,"1001530759126056960",23,291,0,74,12,1,0,0.0,False
1001586673740861440,"1001586673740861440",17,234,0,12092,30,18,2,0.1111111111111111,True
1001718774,"1001718774",72,123,0,0,243,2,0,0.0,False
1001794740331991046,"1001794740331991046",103,252,1,748,84,15,1,0.06666666666666667,True
1001942201981644801,"1001942201981644801",777,2132,2,22943,804,219,3,0.0136986301369863,True
100196523,"100196523",69,122,0,736,86,63,22,0.3492063492063492,True
100238535,"100238535",19,36,0,3,138,1,0,0.0,False
1002539839756087296,"1002539839756087296",310,166,2,3565,3842,1339,9,0.006721433905899925,True
1002706191808651264,"1002706191808651264",1039,494,0,983,1938,123,2,0.016260162601626018,True
1002856701341691904,"1002856701341691904",34,171,0,359,47,5,0,0.0,False
1002991413154533376,"1002991413154533376",346,156,31,30088,22317,15,0,0.0,False
1003647259597312000,"1003647259597312000",47,79,2,5499,2392,250,20,0.08,True
1003835685462257667,"1003835685462257667",61,445,0,3884,38,63,1,0.015873015873015872,True
1004022566,"1004022566",1911,303,14,39,780,73,2,0.0273972602739726,True
1004122796753121280,"1004122796753121280",1568,1326,8,19286,6073,1739,82,0.047153536515238646,True
1004147035363270656,"1004147035363270656",394,493,0,4004,965,447,1,0.0022371364653243847,True
1004280913642098688,"1004280913642098688",269,358,0,4585,1006,297,20,0.06734006734006734,True
1004325648419127296,"1004325648419127296",85,426,0,14774,390,24,1,0.041666666666666664,True
1004533646,"1004533646",228,146,11,0,9974,1265,73,0.057707509881422925,True
1004725675,"1004725675",34,21,0,1456,907,313,23,0.07348242811501597,True
1005163277607948288,"1005163277607948288",25,290,0,3384,81,7,0,0.0,False
1005756032692445184,"1005756032692445184",166,551,0,1286,889,100,0,0.0,False
1006197638918787077,"1006197638918787077",569,418,0,8409,4933,97,2,0.020618556701030927,True
1006493983,"1006493983",21,41,0,11,256,26,0,0.0,False
1006505419072819200,"1006505419072819200",958,47,16,41,891,253,4,0.015810276679841896,True
1006801362930237440,"1006801362930237440",801,1567,3,6831,1643,238,11,0.046218487394957986,True
100703272,"100703272",428,591,9,15404,5475,83,5,0.060240963855421686,True
1007148619,"1007148619",19,87,0,43,27,8,0,0.0,False
100715769,"100715769",951,344,40,2477,26152,310,7,0.02258064516129032,True
1007279972,"1007279972",38,47,0,61,46,4,0,0.0,False
1007939544,"1007939544",629,436,1,15662,19319,59,0,0.0,False
1008348645371138048,"1008348645371138048",21,309,0,2114,460,109,1,0.009174311926605505,True
1008519919452020736,"1008519919452020736",39,110,0,275,47,23,0,0.0,False
1008662348,"1008662348",3916,624,27,1460,1866,109,6,0.05504587155963303,True
1008819310918332416,"1008819310918332416",976,476,2,21581,9054,104,3,0.028846153846153848,True
1008927038,"1008927038",36,70,0,71,46,1,0,0.0,False
1008985480854102016,"1008985480854102016",126,193,0,2730,1044,55,3,0.05454545454545454,True
1009047316182061056,"1009047316182061056",107,138,0,60,64,3,0,0.0,False
1009333033,"1009333033",245,589,6,40744,4142,229,1,0.004366812227074236,True
1009337399112069120,"1009337399112069120",33,174,0,22856,18066,1,0,0.0,False
1009401426768998407,"1009401426768998407",101,4237,2,412,151,2,1,0.5,True
100943122,"100943122",350,70,7,149,2594,305,6,0.019672131147540985,True
1009727952324628480,"1009727952324628480",14,85,0,1857,366,356,4,0.011235955056179775,True
1010118571031191554,"1010118571031191554",20,681,0,8237,99,9,0,0.0,False
101019000,"101019000",100,60,0,293,6867,485,3,0.006185567010309278,True
101031847,"101031847",88,13,0,136,142,7,0,0.0,False
1010420003697553409,"1010420003697553409",3192,537,9,4224,359,66,0,0.0,False
101054509,"101054509",68,102,2,9,1096,7,0,0.0,False
1010621490679762945,"1010621490679762945",66,62,0,7480,279,3,0,0.0,False
1010835486,"1010835486",74,378,0,85,44,34,0,0.0,False
1010860709457092608,"1010860709457092608",38,61,3,175,85,1,0,0.0,False
1011025334219739137,"1011025334219739137",721,748,2,12828,147,22,0,0.0,False
1011074364605976577,"1011074364605976577",16,155,0,6447,49,1,0,0.0,False
1011152752033107968,"1011152752033107968",58,152,0,6661,759,60,2,0.03333333333333333,True
1011197629,"1011197629",440,378,1,450,1129,4,0,0.0,False
1011290453168320512,"1011290453168320512",35,273,0,9710,708,24,0,0.0,False
1011349039550468096,"1011349039550468096",163,239,0,12785,2062,352,16,0.045454545454545456,True
1011652742350278658,"1011652742350278658",1662,425,5,4837,5185,2218,56,0.025247971145175834,True
1011956354049814529,"1011956354049814529",188,187,0,17598,249,19,2,0.10526315789473684,True
1012048633213194241,"1012048633213194241",85,808,0,126876,4610,44,0,0.0,False
1012138788,"1012138788",310,636,7,106119,23043,3256,8,0.002457002457002457,True
1012353043344568321,"1012353043344568321",40,121,0,43491,5322,1249,6,0.004803843074459567,True
1012666271572295681,"1012666271572295681",75,457,0,13588,102,28,1,0.03571428571428571,True
1012789432854904832,"1012789432854904832",17,45,0,66,13,3,0,0.0,False
1013029670,"1013029670",912,2714,11,199,159,1,0,0.0,False
1013119240268894215,"1013119240268894215",165,273,0,29206,1964,608,7,0.011513157894736841,True
1013135348371738624,"1013135348371738624",746,2190,1,296,280,4,0,0.0,False
1013333577545764864,"1013333577545764864",1797,1397,10,25682,3091,1235,7,0.005668016194331984,True
101379836,"101379836",843,350,61,1056,34210,1093,43,0.039341262580054895,True
1013827530002923525,"1013827530002923525",101,129,0,23406,868,306,23,0.07516339869281045,True
1014039150,"1014039150",25,779,0,17926,1197,8,0,0.0,False
1014212223982587906,"1014212223982587906",26,143,0,9163,2876,148,0,0.0,False
101421593,"101421593",22,119,3,1333,99,1,0,0.0,False
1014223057894957056,"1014223057894957056",275,175,0,26273,1518,755,11,0.01456953642384106,True
1014327558350016513,"1014327558350016513",20,1083,0,99,13,1,0,0.0,False
1014483747624947712,"1014483747624947712",50,105,1,8414,2838,1889,2,0.0010587612493382743,True
1014496746376974336,"1014496746376974336",2351,2261,6,369415,107485,4103,38,0.009261515963928832,True
1014521002183798784,"1014521002183798784",142,111,0,206,171,21,0,0.0,False
1014791662520938496,"1014791662520938496",26,45,0,160,38,1,0,0.0,False
1014816102352936962,"1014816102352936962",14,114,0,2244,15,13,0,0.0,False
1014904269529669632,"1014904269529669632",61,347,0,5364,3078,1,0,0.0,False
101500747,"101500747",119,318,2,9,1071,31,0,0.0,False
1015021081,"1015021081",78,80,0,4583,471,216,5,0.023148148148148147,True
101502194,"101502194",33,257,0,936,30,2,0,0.0,False
101517570,"101517570",3214,2204,136,6310,76172,99,1,0.010101010101010102,True
1015242769,"1015242769",489,371,1,43085,5940,2763,44,0.015924719507781397,True
1015263304355368964,"1015263304355368964",13,160,0,939,185,18,0,0.0,False
1015302943,"1015302943",12,82,0,65,76,42,1,0.023809523809523808,True
1015654934,"1015654934",67,714,0,2340,340,146,0,0.0,False
101566956,"101566956",13,111,0,51,12,1,0,0.0,False
1015881709060001792,"1015881709060001792",1397,751,5,81990,11090,1435,70,0.04878048780487805,True
1015921194049114112,"1015921194049114112",26,203,0,14384,996,58,0,0.0,False
101629783,"101629783",57,112,1,62,575,223,0,0.0,False
1016314863759560704,"1016314863759560704",12,114,0,971,160,9,0,0.0,False
1016383562,"1016383562",103,224,0,1177,204,15,0,0.0,False
