source,target,timestamp
4084752742,1346925524749324297,1658351559
21810420,1346925524749324297,1658351559
3240461781,1346925524749324297,1658351559
1015881709060001792,1346925524749324297,1658351559
278898431,1346925524749324297,1658351559
67077504,1346925524749324297,1658351559
1015881709060001792,1346925524749324297,1658351559
1328635148380872704,1346925524749324297,1658351559
136649511,1348038141295423489,1658351559
1953613052,1486497562211360769,1658351559
136649511,44186840,1658351559
20850648,1355242273525661697,1658351559
3407636147,2352213238,1658351559
1385476140,1499559674613575698,1658351559
2788146487,1499559674613575698,1658351559
2534588982,271435323,1658351559
4882991693,271435323,1658351559
104151416,271435323,1658351559
1655044951,271435323,1658351559
151523137,271435323,1658351559
772857312365178880,271435323,1658351559
2663710320,271435323,1658351559
1107018735125217280,271435323,1658351559
136649511,271435323,1658351559
1107018735125217280,271435323,1658351559
701121338153504768,271435323,1658351559
4882991693,271435323,1658351559
1655044951,271435323,1658351559
1655044951,271435323,1658351559
4882991693,271435323,1658351559
1536468043,271435323,1658351559
1894680457,271435323,1658351559
4882991693,271435323,1658351559
4000659178,271435323,1658351559
4882991693,271435323,1658351559
1193986172281856000,271435323,1658351559
2183851111,271435323,1658351559
1872904051,271435323,1658351559
956426306471817216,271435323,1658351559
104151416,271435323,1658351559
104151416,271435323,1658351559
4000659178,271435323,1658351559
4000659178,271435323,1658351559
4828728287,271435323,1658351559
4000659178,271435323,1658351559
4000659178,271435323,1658351559
53466910,271435323,1658351559
1193986172281856000,271435323,1658351559
914461419445374976,271435323,1658351559
14562671,271435323,1658351559
1014496746376974336,271435323,1658351559
255082719,271435323,1658351559
151523137,271435323,1658351559
743504627564437504,271435323,1658351559
956426306471817216,271435323,1658351559
1295890573,271435323,1658351559
883015512,271435323,1658351559
151523137,271435323,1658351559
708715405364301824,271435323,1658351559
793550612847792128,271435323,1658351559
1250690855041748992,271435323,1658351559
953553849402429440,271435323,1658351559
1972621849,271435323,1658351559
1076423838227943424,271435323,1658351559
4000659178,271435323,1658351559
956426306471817216,271435323,1658351559
793550612847792128,271435323,1658351559
458493949,271435323,1658351559
136649511,271435323,1658351559
4212396863,271435323,1658351559
1250690855041748992,271435323,1658351559
4882991693,271435323,1658351559
136649511,271435323,1658351559
1261885741,271435323,1658351559
1250690855041748992,271435323,1658351559
1972621849,271435323,1658351559
1972621849,271435323,1658351559
1231305960720912384,271435323,1658351559
1250690855041748992,271435323,1658351559
1972621849,271435323,1658351559
260358432,271435323,1658351559
793550612847792128,271435323,1658351559
1231305960720912384,271435323,1658351559
719493412517507072,271435323,1658351559
1872904051,271435323,1658351559
1655044951,271435323,1658351559
4882991693,271435323,1658351559
151523137,271435323,1658351559
151523137,271435323,1658351559
1655044951,271435323,1658351559
159066541,1264695365892288514,1658351559
2399781096,1424163154699882501,1658351559
1223996911478353920,1424163154699882501,1658351559
2266466016,1424163154699882501,1658351559
1289276856437559296,1424163154699882501,1658351559
49445564,2638486809,1658351559
49445564,2638486809,1658351559
4882991693,2638486809,1658351559
227426608,908953381317865472,1658351559
902110851146055680,1018635959586484224,1658351559
902110851146055680,1018635959586484224,1658351559
902110851146055680,1018635959586484224,1658351559
902110851146055680,1018635959586484224,1658351559
902110851146055680,1018635959586484224,1658351559
902110851146055680,1018635959586484224,1658351559
902110851146055680,1018635959586484224,1658351559
902110851146055680,1018635959586484224,1658351559
902110851146055680,1018635959586484224,1658351559
902110851146055680,1018635959586484224,1658351559
902110851146055680,1018635959586484224,1658351559
902110851146055680,1018635959586484224,1658351559
902110851146055680,1018635959586484224,1658351559
902110851146055680,1018635959586484224,1658351559
902110851146055680,1018635959586484224,1658351559
902110851146055680,1018635959586484224,1658351559
902110851146055680,1018635959586484224,1658351559
902110851146055680,1018635959586484224,1658351559
902110851146055680,1018635959586484224,1658351559
902110851146055680,1018635959586484224,1658351559
902110851146055680,1018635959586484224,1658351559
902110851146055680,1018635959586484224,1658351559
902110851146055680,1018635959586484224,1658351559
902110851146055680,1018635959586484224,1658351559
902110851146055680,1018635959586484224,1658351559
902110851146055680,1018635959586484224,1658351559
902110851146055680,1018635959586484224,1658351559
902110851146055680,1018635959586484224,1658351559
902110851146055680,1018635959586484224,1658351559
902110851146055680,1018635959586484224,1658351559
1091300799563657216,1091288566955737088,1658351559
1091300799563657216,1091288566955737088,1658351559
1091300799563657216,1091288566955737088,1658351559
17560329,3104227479,1658351559
17560329,3104227479,1658351559
1655044951,925851013,1658351559
953553849402429440,925851013,1658351559
847074655743741952,96385174,1658351559
973677218,1159764595420086272,1658351559
31398692,1159764595420086272,1658351559
1223996911478353920,1332049899391741953,1658351559
3248425379,1341029514411978754,1658351559
1286380420779696128,1341029514411978754,1658351559
1337369141863477248,1341029514411978754,1658351559
1337369141863477248,1341029514411978754,1658351559
2986939401,2418936512,1658351559
790921536,1124103256521756673,1658351559
1130342360,1361702888305786881,1658351559
1130342360,1361702888305786881,1658351559
1130342360,1361702888305786881,1658351559
772857312365178880,954096612057501697,1658351559
956426306471817216,954096612057501697,1658351559
998480100453732352,954096612057501697,1658351559
998480100453732352,954096612057501697,1658351559
104151416,954096612057501697,1658351559
104151416,954096612057501697,1658351559
2183851111,954096612057501697,1658351559
14568279,954096612057501697,1658351559
4218031,954096612057501697,1658351559
2183851111,954096612057501697,1658351559
441532483,954096612057501697,1658351559
22901509,954096612057501697,1658351559
956426306471817216,954096612057501697,1658351559
339638354,954096612057501697,1658351559
7937552,954096612057501697,1658351559
595955133,954096612057501697,1658351559
260358432,954096612057501697,1658351559
371321769,954096612057501697,1658351559
29022030,954096612057501697,1658351559
14568279,954096612057501697,1658351559
914461419445374976,954096612057501697,1658351559
151523137,954096612057501697,1658351559
20850648,954096612057501697,1658351559
3407636147,954096612057501697,1658351559
22036901,954096612057501697,1658351559
2399781096,954096612057501697,1658351559
705480766181007360,954096612057501697,1658351559
1056602941740773376,1191034903971991560,1658351559
2938213205,1496359200959647747,1658351559
19107694,1496359200959647747,1658351559
440912141,858682050,1658351559
1311028620,925681486472282112,1658351559
2333353310,1430844743186006020,1658351559
940311608479354880,940311608479354880,1658351559
1195009654490877952,187642247,1658351559
1195009654490877952,187642247,1658351559
1195009654490877952,187642247,1658351559
1195009654490877952,187642247,1658351559
1195009654490877952,187642247,1658351559
1276264293609222144,187642247,1658351559
2853445079,1015921194049114112,1658351559
790921536,1014212223982587906,1658351559
4835399698,1102945844045717504,1658351559
706088482,706088482,1658351559
790921536,1178944471079239680,1658351559
94566723,839688917695750144,1658351559
1276264293609222144,839688917695750144,1658351559
1276264293609222144,839688917695750144,1658351559
1213895143897518080,839688917695750144,1658351559
1276264293609222144,839688917695750144,1658351559
