year,month,week,day,source,target,hashtag,quote_count,favorite_count
2022,11,44,6,Sindikatnovinar,SeverMaja,Safety4Journalists,1,17.0
2022,11,44,6,capnek123,capnek123,Niger,1,135.0
2022,11,44,6,capnek123,capnek123,nuclearenergy,2,270.0
2022,11,44,6,capnek123,capnek123,uranium,3,405.0
2022,11,44,6,capnek123,capnek123,uraniumsqueeze,1,135.0
2022,11,44,6,cryptobaba11,cryptobaba11,PROS,3,15.0
2022,11,44,6,cryptobaba11,cryptobaba11,Pros,1,5.0
2022,11,44,6,eTwinningHR,AnitaSimac74,etwinning,1,9.0
2022,11,45,7,Croatia_hr,MirelaPadjen,AdventZagreb,1,39.0
2022,11,45,7,HNS_CFF,Ivy__Croatia,Croatia,1,117.0
2022,11,45,7,HNS_CFF,Ivy__Croatia,Family,1,117.0
2022,11,45,7,HNS_CFF,Ivy__Croatia,Vatreni,1,117.0
2022,11,45,7,HNS_CFF,Ivy__Croatia,WorldCup,1,117.0
2022,11,45,7,HNS_CFF,tgloban,Croatia,1,242.0
2022,11,45,7,HNS_CFF,tgloban,Family,1,242.0
2022,11,45,7,HNS_CFF,tgloban,UCL,1,242.0
2022,11,45,7,NKRijeka,PrvaHrvLiga,HNKRijeka,1,172.0
2022,11,45,7,NKRijeka,PrvaHrvLiga,ZajednosmoRijeka,1,172.0
2022,11,45,7,PxelSlayer,PxelSlayer,MTG,1,3806.0
2022,11,45,7,SFeraZG,SFeraZG,DrustvoSFera,2,6.0
2022,11,45,7,SFeraZG,SFeraZG,ProgramSFere,2,6.0
2022,11,45,7,SuperSportHNL,227gaming,SuperSportHNL,1,4.0
2022,11,45,7,SuperSportHNL,Strikooo,SuperSportHNL,1,4.0
2022,11,45,7,Tonxxie94,Tonxxie94,ArtistonTwitter,1,9.0
2022,11,45,7,TufffGnarl,TufffGnarl,ZDS,1,17.0
2022,11,45,7,TufffGnarl,TufffGnarl,dno,1,17.0
2022,11,45,7,capnek123,capnek123,nuclearenergy,1,199.0
2022,11,45,7,capnek123,capnek123,uranium,2,398.0
2022,11,45,7,capnek123,capnek123,uraniumsqueeze,1,199.0
2022,11,45,7,cryptobaba11,cryptobaba11,NUM,1,0.0
2022,11,45,7,grcchiprcchi,darkob09,caosvima,1,3.0
2022,11,45,7,kataa2020,kataa2020,EdSer,1,41.0
2022,11,45,7,kkzadar,Floroflores_13,IgrajZadre,1,1016.0
2022,11,45,7,kkzadar,JanKolaek1,IgrajZadre,1,1016.0
2022,11,45,7,kkzadar,bmzadar,IgrajZadre,1,1016.0
2022,11,45,7,rpezer1,rpezer1,NobelPrize,1,7.0
2022,11,45,7,rpezer1,rpezer1,WWI,1,7.0
2022,11,45,7,rpezer1,rpezer1,physics,1,7.0
2022,11,45,8,AljosaDragas,AljosaDragas,plešemo,1,0.0
2022,11,45,8,CROTradwave,CROTradwave,hrvatska,1,3.0
2022,11,45,8,FranceenCroatie,FranceenCroatie,immigrationirrégulière,1,1.0
2022,11,45,8,FranceenCroatie,FranceenCroatie,partenariatstrategique,1,1.0
2022,11,45,8,HNS_CFF,capanigo,Croatia,1,198.0
2022,11,45,8,HNS_CFF,capanigo,Family,1,198.0
2022,11,45,8,HNS_CFF,capanigo,Vatreni,1,198.0
2022,11,45,8,HNS_CFF,capanigo,WorldCup,1,198.0
2022,11,45,8,HRStwitt,NBrnjac,crohandball,1,8.0
2022,11,45,8,HRStwitt,NBrnjac,ehfeuro2022,1,8.0
2022,11,45,8,HRStwitt,NBrnjac,playwithheart,1,8.0
2022,11,45,8,HRStwitt,mintsRH,crohandball,1,8.0
2022,11,45,8,HRStwitt,mintsRH,ehfeuro2022,1,8.0
2022,11,45,8,HRStwitt,mintsRH,playwithheart,1,8.0
2022,11,45,8,KurtSchmidt101,KurtSchmidt101,VoteBlueForDemocracy,1,2.0
2022,11,45,8,KurtSchmidt101,KurtSchmidt101,VoteBlueIn2022,1,2.0
2022,11,45,8,KurtSchmidt101,KurtSchmidt101,pwr2ppl,1,2.0
2022,11,45,8,LeoLjubicic66,LeoLjubicic66,Omiš,1,6.0
2022,11,45,8,Sindikatnovinar,SeverMaja,Safety4Journalists,1,5.0
2022,11,45,8,cryptobaba11,cryptobaba11,BIT,2,4.0
2022,11,45,8,cryptobaba11,cryptobaba11,FTT,1,2.0
2022,11,45,8,draganic_darko,draganic_darko,IGG,1,33.0
2022,11,45,8,draganic_darko,draganic_darko,Play2Earn,1,33.0
2022,11,45,8,draganic_darko,draganic_darko,RaiseYourGame,1,33.0
2022,11,45,9,0viking0VR,0viking0VR,Aviation,1,3.0
2022,11,45,9,0viking0VR,0viking0VR,Danes,1,3.0
2022,11,45,9,0viking0VR,0viking0VR,Draken,1,3.0
2022,11,45,9,0viking0VR,0viking0VR,F100,1,3.0
2022,11,45,9,0viking0VR,0viking0VR,Flyvevåbnet,1,3.0
2022,11,45,9,0viking0VR,0viking0VR,NFT,1,3.0
2022,11,45,9,0viking0VR,0viking0VR,NFTCollection,1,3.0
2022,11,45,9,0viking0VR,0viking0VR,NFTProject,1,3.0
2022,11,45,9,0viking0VR,0viking0VR,NFTartist,1,3.0
2022,11,45,9,0viking0VR,0viking0VR,NFTartists,1,3.0
2022,11,45,9,0viking0VR,0viking0VR,NFTcollector,1,3.0
2022,11,45,9,0viking0VR,0viking0VR,RDAF,2,6.0
2022,11,45,9,0viking0VR,0viking0VR,art,1,3.0
2022,11,45,9,0viking0VR,0viking0VR,crypto,1,3.0
2022,11,45,9,0viking0VR,0viking0VR,cryptoart,1,3.0
2022,11,45,9,0viking0VR,0viking0VR,follow,1,3.0
2022,11,45,9,0viking0VR,0viking0VR,foundation,1,3.0
2022,11,45,9,0viking0VR,0viking0VR,nftart,1,3.0
2022,11,45,9,0viking0VR,0viking0VR,nftcreator,1,3.0
2022,11,45,9,0viking0VR,0viking0VR,withFND,1,3.0
2022,11,45,9,Chloe_mrng,Chloe_mrng,Fenugreek,1,4.0
2022,11,45,9,Chloe_mrng,Chloe_mrng,PCOS,1,4.0
2022,11,45,9,Croatia_hr,KarpatskyV,CroatiaFullOfMagic,1,72.0
2022,11,45,9,Croatia_hr,KarpatskyV,VisitOpatija,1,72.0
2022,11,45,9,FrankaOreb,LeoLjubicic66,TheCrown,1,44.0
2022,11,45,9,HNS_CFF,AlexHoliga,Croatia,1,7819.0
2022,11,45,9,HNS_CFF,AlexHoliga,Family,1,7819.0
2022,11,45,9,HNS_CFF,AlexHoliga,Vatreni,1,7819.0
2022,11,45,9,HNS_CFF,AlexHoliga,WorldCup,1,7819.0
2022,11,45,9,HNS_CFF,Antonio_Juricic,Croatia,1,7816.0
2022,11,45,9,HNS_CFF,Antonio_Juricic,Family,1,7816.0
2022,11,45,9,HNS_CFF,Antonio_Juricic,Vatreni,1,7816.0
2022,11,45,9,HNS_CFF,Antonio_Juricic,WorldCup,1,7816.0
2022,11,45,9,HNS_CFF,BamfordThings,Croatia,1,7817.0
2022,11,45,9,HNS_CFF,BamfordThings,Family,1,7817.0
2022,11,45,9,HNS_CFF,BamfordThings,Vatreni,1,7817.0
2022,11,45,9,HNS_CFF,BamfordThings,WorldCup,1,7817.0
2022,11,45,9,HNS_CFF,CroatiaFooty,Croatia,1,7813.0
2022,11,45,9,HNS_CFF,CroatiaFooty,Family,1,7813.0
2022,11,45,9,HNS_CFF,CroatiaFooty,Vatreni,1,7813.0
2022,11,45,9,HNS_CFF,CroatiaFooty,WorldCup,1,7813.0
2022,11,45,9,HNS_CFF,Elaxlol,Croatia,1,7816.0
2022,11,45,9,HNS_CFF,Elaxlol,Family,1,7816.0
2022,11,45,9,HNS_CFF,Elaxlol,Vatreni,1,7816.0
2022,11,45,9,HNS_CFF,Elaxlol,WorldCup,1,7816.0
2022,11,45,9,HNS_CFF,FTunanovic,Croatia,1,7816.0
2022,11,45,9,HNS_CFF,FTunanovic,Family,1,7816.0
2022,11,45,9,HNS_CFF,FTunanovic,Vatreni,1,7816.0
2022,11,45,9,HNS_CFF,FTunanovic,WorldCup,1,7816.0
2022,11,45,9,HNS_CFF,Herman_Cro,Croatia,1,7821.0
2022,11,45,9,HNS_CFF,Herman_Cro,Family,1,7821.0
2022,11,45,9,HNS_CFF,Herman_Cro,Vatreni,1,7821.0
2022,11,45,9,HNS_CFF,Herman_Cro,WorldCup,1,7821.0
2022,11,45,9,HNS_CFF,Hrky_18,Croatia,1,7822.0
2022,11,45,9,HNS_CFF,Hrky_18,Family,1,7822.0
2022,11,45,9,HNS_CFF,Hrky_18,Vatreni,1,7822.0
2022,11,45,9,HNS_CFF,Hrky_18,WorldCup,1,7822.0
2022,11,45,9,HNS_CFF,Ivy__Croatia,Croatia,1,7816.0
2022,11,45,9,HNS_CFF,Ivy__Croatia,Family,1,7816.0
2022,11,45,9,HNS_CFF,Ivy__Croatia,Vatreni,1,7816.0
2022,11,45,9,HNS_CFF,Ivy__Croatia,WorldCup,1,7816.0
2022,11,45,9,HNS_CFF,KAISERIN_LINA,Croatia,1,7816.0
2022,11,45,9,HNS_CFF,KAISERIN_LINA,Family,1,7816.0
2022,11,45,9,HNS_CFF,KAISERIN_LINA,Vatreni,1,7816.0
2022,11,45,9,HNS_CFF,KAISERIN_LINA,WorldCup,1,7816.0
2022,11,45,9,HNS_CFF,MarijanKelava,Croatia,1,7817.0
2022,11,45,9,HNS_CFF,MarijanKelava,Family,1,7817.0
2022,11,45,9,HNS_CFF,MarijanKelava,Vatreni,1,7817.0
2022,11,45,9,HNS_CFF,MarijanKelava,WorldCup,1,7817.0
2022,11,45,9,HNS_CFF,MikicVedran,Croatia,1,7816.0
2022,11,45,9,HNS_CFF,MikicVedran,Family,1,7816.0
2022,11,45,9,HNS_CFF,MikicVedran,Vatreni,1,7816.0
2022,11,45,9,HNS_CFF,MikicVedran,WorldCup,1,7816.0
2022,11,45,9,HNS_CFF,PatrikRakic,Croatia,1,7818.0
2022,11,45,9,HNS_CFF,PatrikRakic,Family,1,7818.0
2022,11,45,9,HNS_CFF,PatrikRakic,Vatreni,1,7818.0
2022,11,45,9,HNS_CFF,PatrikRakic,WorldCup,1,7818.0
2022,11,45,9,HNS_CFF,R3gzy,Croatia,1,7815.0
2022,11,45,9,HNS_CFF,R3gzy,Family,1,7815.0
2022,11,45,9,HNS_CFF,R3gzy,Vatreni,1,7815.0
2022,11,45,9,HNS_CFF,R3gzy,WorldCup,1,7815.0
2022,11,45,9,HNS_CFF,Strikooo,Croatia,1,7816.0
2022,11,45,9,HNS_CFF,Strikooo,Family,1,7816.0
2022,11,45,9,HNS_CFF,Strikooo,Vatreni,1,7816.0
2022,11,45,9,HNS_CFF,Strikooo,WorldCup,1,7816.0
2022,11,45,9,HNS_CFF,Zg0751,Croatia,1,7815.0
2022,11,45,9,HNS_CFF,Zg0751,Family,1,7815.0
2022,11,45,9,HNS_CFF,Zg0751,Vatreni,1,7815.0
2022,11,45,9,HNS_CFF,Zg0751,WorldCup,1,7815.0
2022,11,45,9,HNS_CFF,arsenaloFka,Croatia,1,7819.0
2022,11,45,9,HNS_CFF,arsenaloFka,Family,1,7819.0
2022,11,45,9,HNS_CFF,arsenaloFka,Vatreni,1,7819.0
2022,11,45,9,HNS_CFF,arsenaloFka,WorldCup,1,7819.0
2022,11,45,9,HNS_CFF,dinooreski,Croatia,1,74.0
2022,11,45,9,HNS_CFF,dinooreski,Family,1,74.0
2022,11,45,9,HNS_CFF,dinooreski,Vatreni,1,74.0
2022,11,45,9,HNS_CFF,dora_mufc,Croatia,1,7816.0
2022,11,45,9,HNS_CFF,dora_mufc,Family,1,7816.0
2022,11,45,9,HNS_CFF,dora_mufc,Vatreni,1,7816.0
2022,11,45,9,HNS_CFF,dora_mufc,WorldCup,1,7816.0
2022,11,45,9,HNS_CFF,opacak1950,Croatia,1,7815.0
2022,11,45,9,HNS_CFF,opacak1950,Family,1,7815.0
2022,11,45,9,HNS_CFF,opacak1950,Vatreni,1,7815.0
2022,11,45,9,HNS_CFF,opacak1950,WorldCup,1,7815.0
2022,11,45,9,HNS_CFF,tgloban,Croatia,1,7816.0
2022,11,45,9,HNS_CFF,tgloban,Family,1,7816.0
2022,11,45,9,HNS_CFF,tgloban,Vatreni,1,7816.0
2022,11,45,9,HNS_CFF,tgloban,WorldCup,1,7816.0
2022,11,45,9,HNS_CFF,thfc_josip,Croatia,1,7817.0
2022,11,45,9,HNS_CFF,thfc_josip,Family,1,7817.0
2022,11,45,9,HNS_CFF,thfc_josip,Vatreni,1,7817.0
2022,11,45,9,HNS_CFF,thfc_josip,WorldCup,1,7817.0
2022,11,45,9,HNS_CFF,tomislav_stojak,Croatia,1,7817.0
2022,11,45,9,HNS_CFF,tomislav_stojak,Family,1,7817.0
2022,11,45,9,HNS_CFF,tomislav_stojak,Vatreni,1,7817.0
2022,11,45,9,HNS_CFF,tomislav_stojak,WorldCup,1,7817.0
2022,11,45,9,HNS_CFF,z_grgic96,Croatia,1,7819.0
2022,11,45,9,HNS_CFF,z_grgic96,Family,1,7819.0
2022,11,45,9,HNS_CFF,z_grgic96,Vatreni,1,7819.0
2022,11,45,9,HNS_CFF,z_grgic96,WorldCup,1,7819.0
2022,11,45,9,NKRijeka,CroatiaFooty,HNKRijeka,1,7.0
2022,11,45,9,NKRijeka,CroatiaFooty,ZajednosmoRijeka,1,7.0
2022,11,45,9,Tonxxie94,Tonxxie94,Alhaitham,1,9.0
2022,11,45,9,alanbowman42,alanbowman42,Interliber,1,14.0
2022,11,45,9,alanbowman42,alanbowman42,Sobarica,1,14.0
2022,11,45,9,alanbowman42,alanbowman42,TheMaid,1,14.0
2022,11,45,9,alanbowman42,alanbowman42,Zagreb,1,14.0
2022,11,45,9,gnkdinamo,FarkasMihael,dinamozagreb,1,35.0
2022,11,45,9,grcchiprcchi,darkob09,caosvima,1,10.0
2022,11,45,9,mislavkolakusic,impostor_yellow,Blackrock,1,5892.0
2022,11,45,9,mislavkolakusic,impostor_yellow,Vanguard,1,5892.0
2022,11,45,9,vesnav,spitkaZG,izborničkasloboda,1,9.0
2022,11,45,10,BracoHrvatiUBoj,BracoHrvatiUBoj,DEUTSCHETELEKOM,1,1.0
2022,11,45,10,BracoHrvatiUBoj,BracoHrvatiUBoj,ELONMUSK,1,1.0
2022,11,45,10,BracoHrvatiUBoj,BracoHrvatiUBoj,FACEBOOK,1,1.0
2022,11,45,10,BracoHrvatiUBoj,BracoHrvatiUBoj,GBoarod,1,1.0
2022,11,45,10,BracoHrvatiUBoj,BracoHrvatiUBoj,Google,1,1.0
2022,11,45,10,BracoHrvatiUBoj,BracoHrvatiUBoj,SRBI,1,1.0
2022,11,45,10,BracoHrvatiUBoj,BracoHrvatiUBoj,VLADARH,1,1.0
2022,11,45,10,HNS_CFF,Bellibelli8,Obitelj,1,155.0
2022,11,45,10,HNS_CFF,Bellibelli8,Vatreni,1,155.0
2022,11,45,10,HNS_CFF,Marina87251891,BeProud,1,67.0
2022,11,45,10,HNS_CFF,Marina87251891,Croatia,1,67.0
2022,11,45,10,HNS_CFF,Marina87251891,Family,1,67.0
2022,11,45,10,HNS_CFF,Mihaburaz,Obitelj,1,155.0
2022,11,45,10,HNS_CFF,Mihaburaz,Vatreni,1,155.0
2022,11,45,10,KarloRessler,IKStipic,EPlenary,1,66.0
2022,11,45,10,KarloRessler,IKStipic,Schengen,1,66.0
2022,11,45,10,MaM1c,MaM1c,PGC2022,1,316.0
2022,11,45,10,SDPHrvatske,JanKolaek1,politikahr,1,25.0
2022,11,45,10,Zingibera,Zingibera,LoveMechanics,1,4.0
2022,11,45,10,Zingibera,Zingibera,ananwong,1,4.0
2022,11,45,10,Zingibera,Zingibera,warwanarat,1,4.0
2022,11,45,10,Zingibera,Zingibera,yinwar,1,4.0
2022,11,45,10,_andrej45,JanKolaek1,FashionTea,1,56.0
2022,11,45,10,_andrej45,JanKolaek1,crohandball,1,56.0
2022,11,45,10,caitos3,NinoslavSafaric,crvenkapa,1,31.0
2022,11,45,10,cryptobaba11,cryptobaba11,BREAKING,2,0.0
2022,11,45,10,marijana_petir,exsultetblog,IHRA,1,6.0
2022,11,45,10,sferakon,SFeraZG,GoH,1,5.0
2022,11,45,10,sferakon,SFeraZG,Interliber,1,5.0
2022,11,45,11,AusAmbCroatia,maresarka1,RemembranceDay,1,11.0
2022,11,45,11,DRDevourer,DRDevourer,indie,1,1.0
2022,11,45,11,Kresendo,Kresendo,HDZbećarac,1,145.0
2022,11,45,11,KurtSchmidt101,KurtSchmidt101,DayoftheDead,1,3.0
2022,11,45,11,KurtSchmidt101,KurtSchmidt101,Veterans,1,3.0
2022,11,45,11,Prkan_708,Prkan_708,Andor,1,1.0
2022,11,45,11,Prkan_708,Prkan_708,RogueOne,1,1.0
2022,11,45,11,Prkan_708,Prkan_708,StarWars,1,1.0
2022,11,45,11,Tonxxie94,Tonxxie94,Genshinlmpact,1,60.0
2022,11,45,11,arsenaloFka,arsenaloFka,hrvatska,2,88.0
2022,11,45,11,arsenaloFka,arsenaloFka,obitelj,2,88.0
2022,11,45,11,arsenaloFka,arsenaloFka,qatar2022,2,88.0
2022,11,45,11,capnek123,capnek123,nuclearenergy,1,14.0
2022,11,45,11,capnek123,capnek123,uranium,1,14.0
2022,11,45,11,cryptobaba11,cryptobaba11,ADA,1,1.0
2022,11,45,11,cryptobaba11,cryptobaba11,BUYING,1,1.0
2022,11,45,11,cryptobaba11,cryptobaba11,Cardano,1,1.0
2022,11,45,11,cryptobaba11,cryptobaba11,Grayscale,1,1.0
2022,11,45,11,jklaric,LeoLjubicic66,politikahr,1,0.0
2022,11,45,11,jklaric,LeoLjubicic66,znase,1,0.0
2022,11,45,12,AudereEstLamela,AudereEstLamela,COYS,2,0.0
2022,11,45,12,AudereEstLamela,AudereEstLamela,THFC,2,0.0
2022,11,45,12,cryptobaba11,cryptobaba11,BUYING,1,0.0
2022,11,45,12,cryptobaba11,cryptobaba11,Cardano,3,0.0
2022,11,45,12,vatreni_token,vatreni_token,budiponosan,1,5.0
2022,11,45,12,vatreni_token,vatreni_token,football,1,5.0
2022,11,45,12,vatreni_token,vatreni_token,hns,1,5.0
2022,11,45,12,vatreni_token,vatreni_token,hoodie,1,5.0
2022,11,45,12,vatreni_token,vatreni_token,hrvatska,1,5.0
2022,11,45,12,vatreni_token,vatreni_token,nike,1,5.0
2022,11,45,12,vatreni_token,vatreni_token,nogomet,1,5.0
2022,11,45,12,vatreni_token,vatreni_token,reprezentacija,1,5.0
2022,11,45,12,vatreni_token,vatreni_token,sports,1,5.0
2022,11,45,12,vatreni_token,vatreni_token,vatreni,1,5.0
2022,11,45,12,vatreni_token,vatreni_token,vatrenitoken,1,5.0
2022,11,45,13,BracoHrvatiUBoj,BracoHrvatiUBoj,GS_OSRH,1,1.0
2022,11,45,13,BracoHrvatiUBoj,BracoHrvatiUBoj,messenger,1,1.0
2022,11,45,13,BracoHrvatiUBoj,BracoHrvatiUBoj,whatsapp,1,1.0
2022,11,45,13,HNS_CFF,Ivy__Croatia,Croatia,2,1884.0
2022,11,45,13,HNS_CFF,Ivy__Croatia,Family,2,1884.0
2022,11,45,13,HNS_CFF,Ivy__Croatia,Vatreni,2,1884.0
2022,11,45,13,HNS_CFF,Ivy__Croatia,WorldCup,2,1884.0
2022,11,45,13,HNS_CFF,kataa2020,Croatia,1,574.0
2022,11,45,13,HNS_CFF,kataa2020,Family,1,574.0
2022,11,45,13,HNS_CFF,kataa2020,Vatreni,1,574.0
2022,11,45,13,HNS_CFF,kataa2020,WorldCup,1,574.0
2022,11,45,13,Hrky_18,Hrky_18,SerieA,1,1.0
2022,11,45,13,MarionetteFtHJM,MarionetteFtHJM,dreamfanart,1,825.0
2022,11,45,13,MarionetteFtHJM,MarionetteFtHJM,drunzfanart,1,825.0
2022,11,45,13,MarionetteFtHJM,MarionetteFtHJM,dsmp,1,825.0
2022,11,45,13,MarionetteFtHJM,MarionetteFtHJM,punzfanart,1,825.0
2022,11,45,13,Prkan_708,Prkan_708,NFLMunichGame,1,0.0
2022,11,45,13,Prkan_708,Prkan_708,SEAvsTB,1,0.0
2022,11,45,13,Sandra_Ri051,Sandra_Ri051,FF,1,5.0
2022,11,45,13,Sandra_Ri051,Sandra_Ri051,Rijeka,1,5.0
2022,11,45,13,SuperSportHNL,Hrky_18,SuperSportHNL,2,134.0
2022,11,45,13,SuperSportHNL,kegnatz,SuperSportHNL,1,17.0
2022,11,45,13,alanbowman42,alanbowman42,AnaïsBarbeauLavalette,1,4.0
2022,11,45,13,alanbowman42,alanbowman42,Interliber,1,4.0
2022,11,45,13,alanbowman42,alanbowman42,NicolasDickner,1,4.0
2022,11,45,13,alanbowman42,alanbowman42,Zagreb,1,4.0
2022,11,45,13,gnkdinamo,realIvanSam,dinamozagreb,1,82.0
2022,11,45,13,kustra_ivan87,kustra_ivan87,PišiHendikep,1,12.0
2022,11,46,14,227gaming,CroatiaFooty,HNL,1,38.0
2022,11,46,14,HNS_CFF,CroatiaFooty,Croatia,1,86.0
2022,11,46,14,HNS_CFF,CroatiaFooty,Family,1,86.0
2022,11,46,14,HNS_CFF,CroatiaFooty,Vatreni,1,86.0
2022,11,46,14,HNS_CFF,CroatiaFooty,WorldCup,1,86.0
2022,11,46,14,HNS_CFF,Ivy__Croatia,Croatia,1,240.0
2022,11,46,14,HNS_CFF,Ivy__Croatia,Family,1,240.0
2022,11,46,14,HNS_CFF,Ivy__Croatia,Vatreni,1,240.0
2022,11,46,14,HNS_CFF,Ivy__Croatia,WorldCup,1,240.0
2022,11,46,14,HNS_CFF,PrvaHrvLiga,Croatia,1,292.0
2022,11,46,14,HNS_CFF,PrvaHrvLiga,Family,1,292.0
2022,11,46,14,HNS_CFF,PrvaHrvLiga,Vatreni,1,292.0
2022,11,46,14,HNS_CFF,PrvaHrvLiga,WorldCup,1,292.0
2022,11,46,14,MarionetteFtHJM,MarionetteFtHJM,Drunzfanart,1,91.0
2022,11,46,14,MarionetteFtHJM,MarionetteFtHJM,dreamfanart,1,91.0
2022,11,46,14,MarionetteFtHJM,MarionetteFtHJM,dsmp,1,91.0
2022,11,46,14,MarionetteFtHJM,MarionetteFtHJM,punzfanart,1,91.0
2022,11,46,14,nkslavenbelupo,Strikooo,antecrnac,1,51.0
2022,11,46,14,nkslavenbelupo,Strikooo,hrvatska,1,51.0
2022,11,46,14,nkslavenbelupo,Strikooo,u21,1,51.0
2022,11,46,14,sdewes_centre,sdewes_centre,sdewes,1,6.0
2022,11,46,15,CFieldsHR,CFieldsHR,CFDmeshingMadeSimple,1,0.0
2022,11,46,15,CFieldsHR,CFieldsHR,SimulationFriday,1,0.0
2022,11,46,15,CROTradwave,protivkorone,hrvatska,1,108.0
2022,11,46,15,EK_Hrvatska,AndreaCovic,8billion,1,3.0
2022,11,46,15,EK_Hrvatska,AndreaCovic,8billionday,1,3.0
2022,11,46,15,EK_Hrvatska,AndreaCovic,AtlasOfDemography,1,3.0
2022,11,46,15,EK_Hrvatska,AndreaCovic,DemographyEU,1,3.0
2022,11,46,15,HNS_CFF,CroatiaFooty,Croatia,1,291.0
2022,11,46,15,HNS_CFF,CroatiaFooty,Family,1,291.0
2022,11,46,15,HNS_CFF,CroatiaFooty,Vatreni,1,291.0
2022,11,46,15,HNS_CFF,CroatiaFooty,WorldCup,1,291.0
2022,11,46,15,HNS_CFF,Ivy__Croatia,Croatia,1,291.0
2022,11,46,15,HNS_CFF,Ivy__Croatia,Family,1,291.0
2022,11,46,15,HNS_CFF,Ivy__Croatia,Vatreni,1,291.0
2022,11,46,15,HNS_CFF,Ivy__Croatia,WorldCup,1,291.0
2022,11,46,15,HNS_CFF,SToptimiST,Croatia,1,291.0
2022,11,46,15,HNS_CFF,SToptimiST,Family,1,291.0
2022,11,46,15,HNS_CFF,SToptimiST,Vatreni,1,291.0
2022,11,46,15,HNS_CFF,SToptimiST,WorldCup,1,291.0
2022,11,46,15,HNS_CFF,mrzli86,Croatia,1,350.0
2022,11,46,15,HNS_CFF,mrzli86,Family,1,350.0
2022,11,46,15,HNS_CFF,mrzli86,Vatreni,1,350.0
2022,11,46,15,HNS_CFF,mrzli86,WorldCup,1,350.0
2022,11,46,15,OrdoaleaP,OrdoaleaP,ttrpg,1,37.0
2022,11,46,15,OrdoaleaP,OrdoaleaP,ttrpgcommunity,1,37.0
2022,11,46,15,OrdoaleaP,OrdoaleaP,ttrpgfamily,1,37.0
2022,11,46,15,_portal_ostro,AnjaVladisavlje,ShadowDiplomats,1,3.0
2022,11,46,15,zharjac,zharjac,NATO,1,16.0
2022,11,46,16,D10SNJR1011,D10SNJR1011,Croatia,1,26.0
2022,11,46,16,D10SNJR1011,D10SNJR1011,Hrvatska,1,26.0
2022,11,46,16,D10SNJR1011,D10SNJR1011,Split,1,26.0
2022,11,46,16,HNS_CFF,CroatiaFooty,Croatia,1,758.0
2022,11,46,16,HNS_CFF,CroatiaFooty,Family,1,758.0
2022,11,46,16,HNS_CFF,CroatiaFooty,KSACRO,1,758.0
2022,11,46,16,HNS_CFF,CroatiaFooty,Vatreni,1,758.0
2022,11,46,16,HNS_CFF,HrvatskiV,Family,1,596.0
2022,11,46,16,HNS_CFF,HrvatskiV,Vatreni,1,596.0
2022,11,46,16,HNS_CFF,Ivy__Croatia,Croatia,3,2856.0
2022,11,46,16,HNS_CFF,Ivy__Croatia,Family,4,3808.0
2022,11,46,16,HNS_CFF,Ivy__Croatia,KSACRO,3,2856.0
2022,11,46,16,HNS_CFF,Ivy__Croatia,Obitelj,1,952.0
2022,11,46,16,HNS_CFF,Ivy__Croatia,Vatreni,5,4760.0
2022,11,46,16,HNS_CFF,Ivy__Croatia,WorldCup,2,1904.0
2022,11,46,16,HNS_CFF,PatrikRakic,Family,1,51.0
2022,11,46,16,HNS_CFF,PatrikRakic,KSACRO,1,51.0
2022,11,46,16,HNS_CFF,PatrikRakic,Vatreni,1,51.0
2022,11,46,16,HNS_CFF,kataa2020,Croatia,1,758.0
2022,11,46,16,HNS_CFF,kataa2020,Family,1,758.0
2022,11,46,16,HNS_CFF,kataa2020,KSACRO,1,758.0
2022,11,46,16,HNS_CFF,kataa2020,Vatreni,1,758.0
2022,11,46,16,KristijanKrkac,SimGold,HeroiamSlava,1,1.0
2022,11,46,16,KristijanKrkac,SimGold,SlavaUkraini,1,1.0
2022,11,46,16,KristijanKrkac,SimGold,Ukraine,1,1.0
2022,11,46,16,NKRijeka,Bellibelli8,HNKRijeka,1,36.0
2022,11,46,16,NKRijeka,Bellibelli8,ZajednosmoRijeka,1,36.0
2022,11,46,16,OrdoaleaP,OrdoaleaP,ttrpg,1,56.0
2022,11,46,16,OrdoaleaP,OrdoaleaP,ttrpgcommunity,1,56.0
2022,11,46,16,OrdoaleaP,OrdoaleaP,ttrpgfamily,1,56.0
2022,11,46,16,PrvaHrvLiga,tgloban,hnk,1,11.0
2022,11,46,16,PrvaHrvLiga,tgloban,hnlludilo,1,11.0
2022,11,46,16,PrvaHrvLiga,tgloban,samohnl,1,11.0
2022,11,46,16,PrvaHrvLiga,tgloban,živiorođo,1,11.0
2022,11,46,16,ZenoZokalj,ZenoZokalj,RussiaUkraineConflict,1,4.0
2022,11,46,16,blackvoidclub,blackvoidclub,10G,1,6.0
2022,11,46,16,blackvoidclub,blackvoidclub,AMD,1,6.0
2022,11,46,16,blackvoidclub,blackvoidclub,DS923,1,6.0
2022,11,46,16,blackvoidclub,blackvoidclub,NAS,1,6.0
2022,11,46,16,blackvoidclub,blackvoidclub,Synology,1,6.0
2022,11,46,16,cryptobaba11,cryptobaba11,MASK,1,0.0
2022,11,46,16,scedroisland,scedroisland,blinddate,3,9.0
2022,11,46,16,scedroisland,scedroisland,danisrpskekulture,3,9.0
2022,11,46,16,scedroisland,scedroisland,preradoviceva21,3,9.0
