followers_count,screen_name,location,verified,name,friends_count,created_at,description,user_id,url,statuses_count
637556,DNPthree,The Grid,False,DNP3,1059,Wed Jan 16 21:45:50 +0000 2019,"Computer Engineer. Gamer. Veteran. 
CTO @ARKH 
145k on @YouTube 
b: dnpthree@carterpulse.com 
Founder @CluCoin, @GoobersNFT, @GridGamingIO",1085654384686571520,https://t.co/7kANzfpAVM,23390
298643,secretlabchairs,,True,Secretlab,350,Sat Dec 31 08:31:04 +0000 2016,Award-winning comfort. Now evolved. Research-backed ergonomic design to help you work and play at your best.,815113027171192832,https://t.co/0Ljw5bj3ix,21379
1883861,PlayVALORANT,,True,VALORANT,43,Thu Feb 20 17:52:58 +0000 2020,A 5v5 character-based tactical shooter video game from Riot Games available worldwide.,1230550898616586242,https://t.co/8mNhs2Xzsl,2487
2982720,PlayApex,The Outlands,True,Apex Legends,166,Fri Oct 05 01:15:59 +0000 2018,"Apex Legends is a free-to-play hero shooter developed by @Respawn. Available on PlayStation, Xbox, PC & Switch. ESRB Rating T for Teen: Blood and Violence",1048018930785083392,https://t.co/np2jIbYx1b,3783
42065,momsbasement,,True,Mom's Basement,18,Thu Apr 19 22:52:31 +0000 2018,Keemstar and Banks every Wednesday on @Spotify.,987101666771075072,https://t.co/0XEI5Mruge,98
85256,firstbloodio,,False,FirstBlood,1422,Sun Jul 03 15:07:16 +0000 2016,"An esports platform for Warzone, Siege, DOTA 2 & more - Cheating bad. Winning good. Support at https://t.co/mdKG5OAHMl or support@firstblood.io",749620531062800384,https://t.co/ky1Jengg1m,6723
61,ZTDevelopment,,False,Zero Tolerance,4,Mon Feb 26 04:11:06 +0000 2018,@Xyliase.,967975283730059266,,2
47311,H4Xgg,"Montreal, QC",False,H4X⌝⚡️cyberathletics.eth,623,Wed Sep 13 06:09:23 +0000 2017,H4X⌝ // Cyber Athletics™ // Creators of @WooshiWorld,907848664487514112,https://t.co/0erwMFbCX7,1706
1267,KlikTechGaming,Republic of Croatia,False,KlikTech,39,Fri Jul 21 15:26:24 +0000 2017,,888419897109340160,https://t.co/GF5MnT9U2i,187
2178,FrozenOrbGames,"Los Angeles, CA",False,FrozenOrb Games,16,Wed Jul 19 21:10:09 +0000 2017,FrozenOrb is a technology-focused software development and talent management company. We protect content creators.,887781630420541440,https://t.co/mcTEiKQ5N2,3
10,GrizzlyUHCFMC,"California, USA",False,WON.,0,Wed Nov 08 06:54:29 +0000 2017,We are WON. We are a Apparel based company Located in CA.,928153735091638273,,0
1648,PhilipMyyCup,,False,Philip,328,Sun May 21 21:25:36 +0000 2017,[21K] Partnered @VeltPvP dm for trailers,866404634717499400,https://t.co/fiI38CpCtI,2652
1846793,PUBG,,True,PUBG: BATTLEGROUNDS,69,Mon Apr 11 00:42:50 +0000 2016,"Official Twitter for PUBG: BATTLEGROUNDS 

|| Player Support: https://t.co/PCTNwlq9nH || #ThisIsBattleRoyale #PUBG",719324795167309827,https://t.co/NxsME89c5J,4881
716,mrfancyson,breemaxx,False,mo,30,Fri Apr 08 19:11:50 +0000 2016,,718516722106368001,,2010
345,Leonida36838673,Zagreb,False,Leonidas,1027,Sat Apr 03 19:54:24 +0000 2021,"bttm into hardcore fun and guys over 30 
feel free to contact me",1378435692011864072,,153
237,JagodaSrbija,,False,True Blue,1445,Mon Jul 05 16:26:32 +0000 2021,Volim kurac!,1412085423048953865,,2269
97,Blablu261,Republic of Croatia,False,Bla_bla_26,193,Thu Sep 09 22:27:55 +0000 2021,,1436093987161509895,,26
1731,coraggiogay,Zagreb/Split 🇭🇷,False,Coraggiogay,3205,Sat Jul 10 16:01:37 +0000 2021,"Gay couple 🇭🇷 
top & bottom
Here to have some fun 🔥😈🔥",1413891054089146377,,138
3244,TopguyZGD,Zagreb,False,Dompa,483,Sun Mar 14 14:11:26 +0000 2021,,1371101612765249546,,81
256,kinkyguy051,Republic of Croatia,False,call my name,30,Tue Feb 16 17:30:47 +0000 2021,"open minded ,looking for passionate & sensual guys who will join my mission , i would love to be filmed with top kinky guys...any offers just text me!",1361729707348283406,,42
528,Ante15414150,Republic of Croatia,False,Ante zadar,236,Fri Jan 29 17:46:07 +0000 2021,"veseljak,drustven i uvjek za dobro društvo i 🍻🍻",1355210559134822411,,73
796,spermin62945401,Zagreb,False,sperminator,220,Mon Jun 29 16:46:38 +0000 2020,Tražim fuck frenda za zekanje i snimanje filmića ;),1277644543664455683,,24
91,joy_gay_1,"Belgrade, Republic of Serbia",False,Jovan Jovanovic,305,Sat Oct 30 22:58:04 +0000 2021,"Pasivan, volim muzevne, maljave frajere.  P. S. Volim i tatice.",1454583344864415764,,3364
84,Josip98Zg,,False,Josip98Zg,513,Sun Nov 21 14:24:14 +0000 2021,"Zagreb, 23 god, vers pas",1462426592479789070,,4
114,rktauio5,,False,rktauio5,2181,Wed Jan 06 20:28:08 +0000 2021,,1346916306042425361,,3634
267,60398fe846e045e,,False,🤫,1009,Mon Apr 20 20:06:22 +0000 2015,,3188219926,,123
176,Draco14297459,Croatia,False,Bubble_butt,789,Thu Dec 12 21:07:33 +0000 2019,,1205232713629872147,,123
0,CocksLicking,,False,Licking Cocks,533,Thu Aug 19 14:00:47 +0000 2021,,1428356220235051032,,123
80,Courrie75170238,,False,Courrier,423,Tue Feb 18 15:28:42 +0000 2020,"Left - Right - Left
He/him, sometimes We
BLM/BMW
Death to capitalism, long live socialism",1229789760169877504,,1793
4550,gayamtrcouple,Europe,False,Our Annals (🔞),447,Wed Apr 01 09:00:15 +0000 2020,"Two horny guys sharing our #cocks and #asses with the world - into #exhibitionism, rough and outdoor pleasures. The content is ours 👅",1245274731181375494,,366
2531148,AlissaViolet,the moon,True,alissa violet,521,Mon Mar 19 17:17:47 +0000 2012,late to everything,529547302,https://t.co/JAHunldtGm,12294
376,8463Mn,Montenegro,False,loshmi_30,2470,Sat Dec 08 01:51:18 +0000 2018,,1071220641372745728,,10724
635754,Sodapoppintv,,True,Chance Morris dumb fat igly laxy stuoid,42,Sun Jan 13 22:07:08 +0000 2013,white depressed male vtuber with a dose of CRINGEEE https://t.co/EbMBXFcQul business sodapoppinbiz@gmail.com,1087348778,https://t.co/bLDFcAzKpK,10981
4,pepe_le_tvor,,False,Pepe Le Tvor,189,Thu Sep 02 20:59:57 +0000 2021,,1433535085794390059,,8
7,Aleksan1995,,False,Aleksandar,50,Tue Aug 24 10:17:43 +0000 2021,,1430112049724600364,,4
2312,KarloRessler,Republic of Croatia,True,Karlo Ressler,1324,Sat Apr 27 21:25:29 +0000 2013,@EPP @HDZ_HR Member of European Parliament,1385476140,https://t.co/mqilizvEVX,1360
22,ImeP0108,Republic of Croatia,False,ImeP,267,Thu Nov 04 22:32:54 +0000 2021,"20, bi,🇭🇷🦁😏
Fran",1456388980359012398,,0
490497,CDNThe3rd,🌎,True,Ceez [+],3675,Thu Jun 24 20:16:49 +0000 2010,#Vegan🌱for the 🐮🐷🐔🐟🌎💪🏼 since ‘15 | Inventor | #TheViewage | Twitch/Insta/YT: CDNThe3rd/ViewageVault | BusinessCDNThe3rd@GMail.com | @andbox_official,159223855,https://t.co/LQHdWZLFb7,31988
39,cicciomiciomio,,False,Patrizia Lalić,92,Sat Feb 25 23:53:18 +0000 2012,"La Voce del Popolo

Fiume - Rijeka",503726122,,57
24367,mojHRT,"Zagreb, Croatia",False,mojHRT,293,Sun Oct 10 14:14:15 +0000 2010,"Najnovije vijesti iz zemlje i svijeta, sport, zabava i još puno toga",200871994,,24167
49,babyboycr1,,False,babyboycr,182,Wed Jul 08 16:22:04 +0000 2020,,1280899911421235200,,137
145,Filip37994054,,False,Filip,1120,Thu Dec 12 17:10:16 +0000 2019,Hi everyone,1205172979165990912,,0
782,iprstec,,False,Igor Prstec,1898,Tue Dec 21 13:40:27 +0000 2010,Rijetka biljka i nestranački stručnjak,229085253,http://t.co/5AZ7ZXvylN,1280
30881,CoolerMasterUK,Manchester,False,Cooler Master UK 🇬🇧,228,Wed Jan 04 08:34:53 +0000 2012,The official UK & Ireland account for @CoolerMaster. #MakeItYours,454697031,https://t.co/eMRBo1MDfd,6648
39,piercedguy21,,False,pierced_guy,901,Thu Sep 02 08:55:06 +0000 2021,Just lick my balls...,1433352649680818176,,28
254,Karlo98618189,,False,Karlo,1016,Sat Aug 07 12:21:20 +0000 2021,Zamljiva osoba traži isto takvu osobu,1423982492466483200,,0
527,seksichica123,,False,jona bomba,3930,Sat Oct 08 10:49:48 +0000 2016,,784707358110978048,,11
2,Kris53770821,,False,Kris,1403,Thu Jan 21 17:48:51 +0000 2021,,1352312173113053184,,642
308,TarzanSplit,Hrvatska ,False,Tarzan,115,Sun Dec 27 18:08:54 +0000 2020,"Akt Split
ponude u pvt
https://t.co/OIkxIpbEMZ",1343257454390480896,,225
22,pornocro1,,False,pornocro,867,Fri Nov 27 17:36:31 +0000 2020,,1332377735411470336,,66
51844,AndrejPlenkovic,,True,Andrej Plenković,632,Tue Nov 12 18:07:32 +0000 2013,Predsjednik @VladaRH & @HDZ_HR,2190798482,https://t.co/EAru1z9rSr,4964
468,NenadSivak,Croatia ,False,Neno,2256,Mon Jan 21 13:30:28 +0000 2013,,1109045329,,4994
826,MBesicDukaric,,False,Marina Bešić Đukarić,273,Fri Jun 24 14:29:09 +0000 2016,,746349447160991744,https://t.co/6z6k8uVRSK,600
160,sotona77,Montenegro,False,mne,364,Sat Oct 10 12:14:30 +0000 2015,,3918229588,,52
7585,USEmbZagreb,"Zagreb, Croatia",True,U.S. Embassy Zagreb,2417,Mon Dec 01 12:05:25 +0000 2014,"Official Twitter account of the U.S. Embassy in Croatia. Follow Chargé d’Affaires, a.i. Mark Fleming @USAmbCroatia",2900480087,https://t.co/BEx1F5eAHT,8206
236366,AJBalkans,"Sarajevo, Bosna i Hercegovina",True,Al Jazeera Balkans,77,Wed Dec 15 14:23:51 +0000 2010,"Radeći pod sloganom Iz svakog ugla i sa svake strane, Al Jazeera Balkans svojim neovisnim i nepristrasnim izvještavanjem donosi neispričane priče.",226951255,https://t.co/Svv3O2bnYw,171716
24778,100leBgd,"Belgrade, Republic of Serbia",False,Vukov ponosni tata,9329,Wed Sep 30 16:07:30 +0000 2015,"Vukov i Nikolin ponosni tata!
Ambasador decijeg osmeha!
Osnivac udruzenja @SAMOSTALNOST1
064/1111-391 Stole",3825444615,https://t.co/I29xwjIL21,31416
0,wawelski19,,False,Smok Wawelski,1328,Sat Nov 20 20:23:30 +0000 2021,,1462154381034414175,,0
7,MoskaljovPezo,,False,Ivana Pezo Moskaljov,0,Tue Oct 10 06:44:04 +0000 2017,,917641865503166464,,0
410,apdejanovic,"zagreb, croatia",False,AnaPejičićDejanović,112,Mon Apr 20 14:46:21 +0000 2009,,33534048,https://t.co/tmWrCY0SnK,110
5,Watcher516,,False,Watcher5,44,Sun Aug 29 06:06:02 +0000 2021,,1431860605976252417,,0
90,Nicky63758098,,False,Nicky,472,Sat Feb 06 14:49:14 +0000 2021,"Bi guy from ST (CRO) 
DM for info :*",1358065174805155841,,0
158,Spartan97505662,Zagreb,False,Spartan,880,Tue Mar 16 12:02:51 +0000 2021,"sport, sport & sport, locker rooms, outdoor....",1371794042686738433,,97
37,Valentino_P22,"Kufstein, Austria",False,Valentino Potočnik,786,Thu Mar 25 23:23:49 +0000 2010,,126460005,,12
386,Fun41832206,Republic of Croatia,False,Fun,450,Wed Oct 28 00:48:20 +0000 2020,,1321252365387894785,,62
225,MedakovicMaja,Republic of Croatia,False,Maja Medakovic,55,Mon Oct 03 13:01:17 +0000 2016,,782928507160694785,https://t.co/S6Xnrg2R64,8
1,DaxVedral,,False,Dax Vedral,33,Sat Aug 28 23:31:45 +0000 2021,🙂,1431761259175809025,,72
67813,AcerUK_Official,"London, UK",False,Acer UK,1206,Thu Feb 16 16:35:35 +0000 2012,We create technology that empowers you to #MakeYourMark,494190705,https://t.co/wl3poXSOjj,6461
531,KanalRiHR,"Rijeka, Croatia",False,Kanal Ri,208,Thu Sep 13 22:16:47 +0000 2012,TV Channel,822272113,http://t.co/zqCkhKRGR9,3661
84,IzboriST2017,,False,ST Izbori 2017,570,Fri Feb 17 07:51:55 +0000 2017,,832497792492904448,,191
611,Bear4817,"Republic of Croatia, Zagreb",False,Bear48,1119,Fri Jun 05 07:13:57 +0000 2020,,1268802986932920320,,172
6,prazniprofil,,False,prazniprofil,150,Thu Feb 11 06:38:49 +0000 2021,,1359753683454595074,,2
3698,Marko28641574,,False,marko,461,Fri May 10 08:10:54 +0000 2019,https://t.co/32OB0lg6zv,1126761517292982272,,186
3,Huddy510,,False,Huddy510,94,Thu Oct 14 13:13:30 +0000 2021,,1448638011873300480,,0
17,kukiopp,,False,Kukiopp,1704,Tue Apr 30 01:00:19 +0000 2019,,1123029277560016896,,6930
2759,SacreLoL,Republic of Croatia,True,Toni,316,Sun Sep 06 17:35:29 +0000 2015,🇭🇷 Toplaner | playing for  @GamerLegion,3568451716,https://t.co/Xb8uv7XKdi,2202
2,Tartar26381027,,False,Tartar,103,Tue Jun 29 14:29:24 +0000 2021,,1409881636565553152,,0
4,PetarDollce,,False,Petar Pan,43,Sat Sep 04 20:51:08 +0000 2021,,1434257619699503105,,5
748,CroGayTeen19,,False,CroGayTeen,127,Sun May 23 15:26:18 +0000 2021,"Novi profi 🖐
Istražujem obalu i najbolje plaže za nudizam",1396487610231558145,,113
83,volimsvezg,,False,volim svezg,1624,Tue Oct 12 05:43:51 +0000 2021,,1447800093088813057,,1
29,LukaMat48172138,,False,Luka Matic,154,Tue Jul 27 12:15:39 +0000 2021,"Croatia, Osijek",1419994849504268289,,2
231,CroFiume,,False,CRO-Fiume,132,Tue Sep 28 11:25:13 +0000 2021,"....18+
NSFV🔞🈁️
Decko koji voli vidjet i dozivjet sve. Otvoren za dvoje troje cetvero...Budi svoj   i uzivaj u svojim gustima bez predrasuda",1442812527193231361,,71
36,LukaMati16,,False,Luka Matić,234,Fri Oct 08 22:56:08 +0000 2021,"24, Osijek, Croatia",1446609877762183170,,3
167,Alan34554480,Republic of Croatia,False,Williams,416,Sat May 22 05:40:48 +0000 2021,Samo opusteno,1395977823282663425,,179
309,NjezanSolo,Republic of Croatia,False,BetaSplit,879,Wed Aug 04 16:29:37 +0000 2021,"SOLO SAM . Živim u Splitu.  Tražim konkretnog Dom muškarca za druženje
0955128403",1422957814289403905,https://t.co/xgepNPDAUQ,61
386,drmedstud2,,False,drmedstud2,715,Sat Nov 14 12:11:13 +0000 2020,,1327584811502931970,,1104
648,HUP_hr,Republic of Croatia,False,HUP,1143,Wed Mar 02 07:34:18 +0000 2016,"Voluntary, non-profit, independent and the only representative employers' association in Croatia that promotes and represents the interests of its members",704932830644670466,https://t.co/FRqmUujKqM,1392
416,Skinnylovesbig,"Brussel, België",False,chrisbruxcent. 🇫🇷🇬🇷🇺🇲,887,Sun Jul 25 14:29:35 +0000 2021,"Bearlover, bigmuscle, musclebear, bigguys, hungasfuckfan, blowandgo, nogagreflex",1419303713475268611,,7868
0,ivan76258767,,False,ivan,88,Thu Nov 04 08:30:49 +0000 2021,,1456177060041330691,,0
5,Depetrus1,Republic of Croatia,False,Depetrus,126,Sun May 30 13:13:42 +0000 2021,,1398990927629258755,,29
16,Monokuma6911,"Belgrade, Republic of Serbia",False,Monokuma691,255,Wed Apr 14 23:35:02 +0000 2021,,1382477497032380419,,4
94,MarkoT_1,,False,Marko T.,661,Wed Mar 24 18:29:06 +0000 2021,Svaki tjedan do Lokalnih Izbora u RH 2021 analiziramo kandidate u 6 velikih gradova u Republici Hrvatskoj...,1374790361172807683,https://t.co/VgwW3vCCC1,16
1593514,CORSAIR,"California, USA",True,CORSAIR,411,Wed Mar 25 21:41:25 +0000 2009,The leading source for PC components and gaming hardware since '94. Need support? Send a DM to @CorsairSupport or visit: https://t.co/S4ASPtXs6s,26599573,https://t.co/KGJpZKjIz0,20591
4,LordiconToni,"Amsterdam, The Netherlands",False,Lordicon,43,Thu Aug 19 21:55:10 +0000 2021,,1428475603154505732,,0
36,miki213031,,False,Miki,292,Mon Sep 20 12:00:31 +0000 2021,,1439922376276316164,,2
3331,IsraelinCroatia,,True,Israel in Croatia,947,Sat Aug 21 20:24:18 +0000 2010,This is the official Twitter account of the Embassy of Israel in Croatia. Following the Israeli Amb. to Croatia @AmbassadorMor. 🇮🇱🇭🇷,181289108,https://t.co/y44yu5NlVf,6669
34227,hrtvijesti,Aktualni i relevantni,False,HRT vijesti,413,Fri Sep 13 13:24:52 +0000 2013,INFORMATIVNI MEDIJSKI SERVIS,1860571140,https://t.co/2HqmEDNLnU,115862
1439,boys6905944967,Republic of Croatia,False,boys69🇭🇷,308,Wed Apr 28 16:02:46 +0000 2021,"2 boys just enjoying life. We are here only to have fun. 🏳️‍🌈🇭🇷 vers & vers. Working, traveling. Couple 👨‍❤️‍👨",1387437045484752901,,55
152,Robert937112951,,False,Robert,1589,Mon Oct 11 19:43:42 +0000 2021,,1447649073926901765,,4
19,carlec25,,False,Karlo Tot,277,Sat Aug 07 14:05:48 +0000 2021,B,1424008791813656581,,0
0,circlediet_,"Pula, Croatia",False,Circle diet for life application,6,Tue Jun 01 20:20:54 +0000 2021,Mobile app that helps you improve your health by providing personalized guidance for your daily nutrition. Special 4 week meal plans https://t.co/9YkcxnKSs8,1399823241120780291,,1
0,DimitryFlopi,,False,Dimitry Flopi,34,Wed May 26 12:28:15 +0000 2021,Nastavi gdje si zapeo twiter 2 jos imas,1397529828597895171,,5
29,Uros_69,"Belgrade, Republic of Serbia",False,Uroš0069,158,Sun Sep 12 18:27:14 +0000 2021,"Belgrade🏠,
19 yo.,
Serbia🇷🇸🇷🇸
🌈🌈🌈🌈
fem,fat,daddy⛔⛔,
ASK FOR PHOTOS",1437120600691052550,,1
12,Blakevip1,,False,Blakevip,155,Sun Aug 22 11:41:52 +0000 2021,follow my free page🥵🔽🔽🔽,1429408427080552455,https://t.co/S0PUUFctMD,49
40,NessJess900,,False,someonesonovic,622,Fri Oct 01 15:46:58 +0000 2021,,1443965531707543559,,2
161,Andrew55339232,,False,Matej,489,Mon Jul 12 09:16:23 +0000 2021,,1414513898779185159,,9
1091,Newunique2,Republic of Croatia,False,newone,1160,Sat Dec 22 09:37:16 +0000 2018,27,1076411337801195520,,517
5074564,Pontifex_it,Città del Vaticano,True,Papa Francesco,8,Thu Feb 23 11:48:17 +0000 2012,Benvenuti alla pagina Twitter ufficiale di Sua Santità Papa Francesco,500711588,https://t.co/yRhGwps83P,3718
23,Lover8315,,False,Lover 83,518,Thu Oct 07 19:08:57 +0000 2021,,1446190779190349832,,82
0,ggdr69,Zagreb,False,Ad_b,152,Tue Aug 24 23:35:58 +0000 2021,,1430312908181868552,,76
177,ListazaRijeku,Rijeka - Fiume,False,Lista za Rijeku,185,Mon Jan 28 18:45:19 +0000 2013,"Riječki identitet, ekonomski razvoj, slobodna luka, ekološki održiva industrija, autonomija, multikulturalnost, lokalpatriotizam.",1128882348,http://t.co/DUiVYGkI,319
125,TrenkMarko,,False,Galaxy,277,Tue Oct 26 22:53:32 +0000 2021,Lože me amaterske slike i snimci. 🫂,1453132580488876041,,16
164,Ayham67962938,,False,Ayham,489,Wed Apr 21 16:45:24 +0000 2021,,1384911068808482825,,75
2,Karlo70btm,,False,,37,Mon Oct 04 13:45:44 +0000 2021,@Karlo70btm's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,1445022287275626506,,1
680,Deziderije1,Bosna i Hercegovina,False,Deziderije,3772,Fri May 28 21:04:13 +0000 2021,otvoren za sve opcije,1398384566289698826,,1376
3114499,amanpour,London,True,Christiane Amanpour,869,Thu Aug 27 02:56:01 +0000 2009,@CNN Chief International Anchor. Host of @CNNi and @PBS's nightly global affairs program. https://t.co/9ji6uiYxVF & https://t.co/KDWFVYuJzw,69181624,https://t.co/9ji6uiYxVF,14019
604,RankoOstojic,Republic of Croatia,False,Ranko,32,Wed Feb 20 12:16:10 +0000 2019,Političar. Potpredsjednik Vlade i Ministar unutarnjih poslova od prosinca 2011. do siječnja 2016.,1098194599661715456,,362
15,BenTen26776660,,False,Ben Ten,120,Wed Oct 20 10:53:55 +0000 2021,,1450777252422094860,,0
10,lother68361337,,False,lother,71,Mon Mar 23 23:00:02 +0000 2020,,1242224115429314752,,5
36,aquadijapodi,,False,Aqua Di Japodi,532,Wed Aug 21 09:48:24 +0000 2019,,1164111969240190976,https://t.co/OrNvLdpAgm,136
127,PonikveKrk,Otok Krk/Krk Island - Croatia,False,Ponikve Krk,151,Wed Jan 22 12:00:18 +0000 2014,"Environmental Policies of the Krk island, #Croatia. Focus on #recycling and #sustainable #tourism.",2304741571,https://t.co/jZCS4QkfSD,559
66,Nenad79815241,,False,Nenad,1172,Tue Jul 17 21:55:59 +0000 2018,,1019339959419928576,,19
5138112,LeagueOfLegends,Summoner's Rift,True,League of Legends,664,Fri May 11 19:35:35 +0000 2012,"Download and play League of Legends!
Need help? Contact support here: @RiotSupport",577401044,https://t.co/dpyLgkq6EI,16595
371,StjeljaNovaTV,Republic of Croatia,False,Milan Stjelja,447,Thu Sep 29 14:03:43 +0000 2016,sportski novinar Nove TV,781494670891376640,https://t.co/WhwGg8P92T,136
9,Mar_Cel_4,,False,MarCel,79,Mon Aug 04 13:55:25 +0000 2014,,2706596064,,1
30,sdujo,Bosnia and Herzegovina,False,Stjepan Dujo,431,Sun Aug 30 19:10:54 +0000 2009,,70189282,,6
1901,imblitzkrieg,West Coast,False,James,450,Tue Jan 05 00:01:12 +0000 2016,"Get rich, die quick",4710887652,https://t.co/uD9pmBvjT3,8567
412552,IEM,Worldwide,True,Intel® Extreme Masters,296,Mon Nov 30 16:10:07 +0000 2009,Intel® Extreme Masters is the elite global pro gaming tour organized by ESL. The tour has been sponsored by Intel since 2006.,93659369,https://t.co/XF2VR5XDX7,26770
227028,PowerGPU,"Raleigh, NC",False,PowerGPU,1980,Fri Apr 13 15:16:11 +0000 2012,Entrepreneur/Custom Gaming PCs Founder: @JeseMartinezCEO Email: Sales@powergpu.com Website: https://t.co/YFqbmwFeG5 Support: Support@powergpu.com,552857841,https://t.co/24VgRV1krM,49345
10375,gradrijeka,Rijeka,False,Grad Rijeka,6066,Fri Sep 11 10:50:39 +0000 2009,"Rijeka je sveučilišni grad, najvažnija hrvatska luka, treći po veličini grad u RH te središte PGŽ.",73359607,https://t.co/gtLRf4D2sh,26168
429,ivjabuka,,False,Ivan Jabuka,322,Thu May 07 21:23:46 +0000 2015,,3241033977,,37
8317,KBeljak,"Samobor, Hrvatska",False,Krešo Beljak,1533,Mon Jan 09 22:18:46 +0000 2012,"predsjednik @HSSHrvatska, ex gradonačelnik Samobora 2009.-2021., saborski zastupnik i još svašta 😎",459648387,https://t.co/koBDhFimbt,6212
187,hairy_muffin,,False,HairyMuffin,755,Sat Dec 29 19:44:43 +0000 2018,,1079100924747046912,,5041
564,Ginger79923405,"Belgrade, Republic of Serbia",False,bradonja,292,Fri Jan 10 20:43:49 +0000 2020,,1215735867626741760,,551
340,BreadPit4,,False,Bread Pit,508,Wed Sep 18 13:14:48 +0000 2019,Posten bio posten osto...al ne moze se vise 😕,1174310682017390592,,175
209,mario_prsa,Republic of Croatia,False,Mario Prša,1165,Thu Feb 25 15:05:00 +0000 2016,,702871924972593152,,882
118,Frane222,Zagreb ,False,Frane Manic,1668,Mon Dec 12 16:58:35 +0000 2016,#croatianboy,808355377062486016,,4474
266,Adrian49929704,,False,Adrian,5008,Sun Nov 25 12:25:10 +0000 2018,,1066669117682475008,,0
1,jozek_klasic,,False,jozek klasic,924,Mon Mar 14 20:21:36 +0000 2016,,709474579698294784,,5
313,AlbinoX13,,False,AlbinoX,2737,Mon Jan 27 09:49:50 +0000 2020,"Bit different but simple and down on the Earth. Let's use DM for more.
🧍🏼🍑🍆💦🦶🏾🔞",1221731964392300544,,208
48,FKujundzic,"Subotica, Srbija",False,Filip,693,Thu Feb 09 15:40:42 +0000 2017,,829716660168826881,,6
38,bl90boy,,False,Bl90boy,327,Fri May 03 14:16:39 +0000 2019,,1124316846059151360,,2
625,ana_malbasa,Zagreb,False,Ana Malbasa,487,Mon Jun 27 19:40:04 +0000 2016,Investigative reporter at Provjereno - NOVA TV - Croatia,747514856442568704,,486
8,BilenIvana,Rijeka,False,Ivana Bilen Perić,50,Fri Mar 01 18:55:32 +0000 2019,"journalist, TV reporter on HRT",1101556591529201664,,5
240,DBregovac,Republic of Croatia,False,David Bregovac,586,Sat Apr 23 16:24:29 +0000 2016,"Načelnik Općine Fužine
Predsjednik Hrvatskih laburista - Stranke rada",723910423788003328,https://t.co/9jphkgyrMQ,1393
7,lazarg_0,,False,Lazar,241,Fri Nov 26 17:19:02 +0000 2021,,1464282458778902530,,416
1028,shd2906,Republic of Croatia,False,Sinisa Hajdas Doncic,203,Tue Dec 13 20:44:47 +0000 2016,,808774689548017665,,39
87211,hajduk,"Split, Croatia",True,HNK Hajduk Split,11,Mon Nov 16 10:28:30 +0000 2009,Official Twitter account.,90366224,https://t.co/Ehi05IpgMb,54180
1135,Autopress_hr,Republic of Croatia,False,Autopress.hr,1267,Fri Feb 10 21:26:11 +0000 2017,,830165994417037315,https://t.co/m7DJ0VHbR5,10763
0,CroNaxPvP,Republic of Croatia,False,CroNax,220,Sat Mar 05 18:41:31 +0000 2016,,706187902657626112,,136
1475,kekette94230,"Paris, London ",False,KevinLCOFF,4601,Wed Oct 16 16:00:31 +0000 2019,"📍Paris, France 🇨🇵😈

Onlyfans : https://t.co/DP1Y1Zpg7B
IG : Kevinlcoff",1184499328565551104,https://t.co/bkAy7Wxqeo,49
15,Istra24hr,,False,Istra24,176,Wed Dec 08 13:52:01 +0000 2021,Istarske digitalne novine,1468579041276215301,,7
47,hello_t24,,False,Serbian_Faces,2376,Mon Jun 17 09:23:03 +0000 2013,,1524404503,,9152
