user_id,total_tweets,covid_tweets,covid_pct
22763539,3,0,0.0
22899682,1,0,0.0
22901509,199,5,0.03
22904829,4,0,0.0
22936361,2,0,0.0
22943320,5,0,0.0
22945019,2,0,0.0
22968187,1,0,0.0
23075797,2,0,0.0
23132443,1,0,0.0
23292413,1,0,0.0
23304335,2,0,0.0
23311627,14,0,0.0
23329358,125,1,0.01
23359000,80,5,0.06
23467511,52,0,0.0
23771062,3,0,0.0
23772518,66,0,0.0
24154628,39,2,0.05
24167111,6,1,0.17
24192420,1,0,0.0
24218607,108,3,0.03
24454541,47,3,0.06
24546330,67,0,0.0
24675815,1801,176,0.1
24678338,5,0,0.0
24742083,180,3,0.02
24882653,165,8,0.05
24897930,2055,50,0.02
24929889,2,0,0.0
25111704,56,1,0.02
25160612,12,0,0.0
25166653,5,0,0.0
25261038,3,0,0.0
25321266,78,7,0.09
25471646,21,1,0.05
25516166,3,0,0.0
25631199,4,0,0.0
25648935,1,0,0.0
25818663,53,2,0.04
25879038,5,0,0.0
25985971,1,0,0.0
26122016,935,13,0.01
26150688,669,44,0.07
26192614,1586,103,0.06
26194503,4,0,0.0
26211014,186,1,0.01
26222597,5,0,0.0
26224011,80,2,0.02
26233642,4,0,0.0
26240733,8,1,0.12
26260308,1,0,0.0
26274263,9,0,0.0
26280018,117,1,0.01
26310575,1,0,0.0
26460492,8,0,0.0
26485990,1,0,0.0
26512382,9,0,0.0
26521325,3,0,0.0
26525064,56,0,0.0
26561822,17,0,0.0
26798344,3,0,0.0
26975581,1,0,0.0
26991913,65,4,0.06
27006908,7,0,0.0
27046518,2,0,0.0
27144947,21,1,0.05
27260519,3,1,0.33
27261171,5,0,0.0
27281223,68,9,0.13
27346604,38,0,0.0
27410970,177,5,0.03
27439361,7,0,0.0
27442782,349,7,0.02
27451620,121,8,0.07
27475423,20,0,0.0
27534204,74,0,0.0
27604135,175,4,0.02
27610454,5,0,0.0
27653281,23,1,0.04
27653939,1,0,0.0
27861988,1,0,0.0
27901765,10,0,0.0
27929623,44,0,0.0
28065208,7,0,0.0
28065725,1,0,0.0
28084681,38,4,0.11
28089773,312,0,0.0
28097084,4,0,0.0
28154631,2,0,0.0
28189748,1,0,0.0
28250695,2,0,0.0
28396911,14,3,0.21
28520930,6,0,0.0
28568751,29,0,0.0
28611771,9,0,0.0
28850283,763,29,0.04
28970001,2,0,0.0
29022030,1561,109,0.07
29035079,1,0,0.0
29243090,2,0,0.0
29258300,6,0,0.0
29273248,12,2,0.17
29285912,788,30,0.04
29400630,5,0,0.0
29413635,61,1,0.02
29419488,1,0,0.0
29424041,3,1,0.33
29458779,265,16,0.06
29495374,323,21,0.07
29518925,274,3,0.01
29527784,36,1,0.03
29688372,20,2,0.1
29691947,29,0,0.0
29698883,3,0,0.0
29793075,101,0,0.0
29849547,81,1,0.01
29942442,932,53,0.06
29968494,1,0,0.0
30015253,3,0,0.0
30267950,99,2,0.02
30429217,10,0,0.0
30448383,49,4,0.08
30472874,2,0,0.0
30484937,1,0,0.0
30675813,5,0,0.0
31097070,23,0,0.0
31152621,9,0,0.0
31179890,2,1,0.5
31180828,4,1,0.25
31289398,35,0,0.0
31398692,195,16,0.08
31439940,17,0,0.0
31453211,1,0,0.0
31461873,73,5,0.07
31557775,3,0,0.0
31778712,3,0,0.0
31807931,40,0,0.0
31821228,1,0,0.0
31885702,11,0,0.0
31916466,1,0,0.0
32028319,65,1,0.02
32102997,1,0,0.0
32126588,582,29,0.05
32335951,2,0,0.0
32353749,1,0,0.0
32363034,50,3,0.06
32368522,12,0,0.0
32370629,2058,97,0.05
32372619,11,0,0.0
32375445,6,5,0.83
32396240,7,1,0.14
32526947,4,0,0.0
32582225,9,2,0.22
32630550,38,1,0.03
32816585,2226,105,0.05
32836658,11,0,0.0
32838637,5,1,0.2
32857365,297,27,0.09
32908578,184,0,0.0
32909787,5,0,0.0
32915119,396,6,0.02
32957597,33,1,0.03
32960110,162,4,0.02
32969572,636,62,0.1
32983409,8,0,0.0
32989691,7,0,0.0
32999332,132,1,0.01
33008106,33,4,0.12
33171222,1,0,0.0
33185216,372,5,0.01
33212966,1328,21,0.02
33248095,1,0,0.0
33249853,4,0,0.0
33313109,45,1,0.02
33445921,1,0,0.0
33448727,1163,19,0.02
33456078,6,0,0.0
33457343,58,3,0.05
33458633,7,1,0.14
33461904,5,0,0.0
33465377,2,0,0.0
33469476,90,4,0.04
33472758,1,0,0.0
33474730,2,1,0.5
33480316,1,0,0.0
33480815,18,3,0.17
33482612,37,1,0.03
33482824,4,0,0.0
33483407,14,2,0.14
33485536,1,0,0.0
33489289,14,0,0.0
33493330,116,26,0.22
33518029,1461,47,0.03
33531215,3,0,0.0
33545392,1,0,0.0
33561257,7,0,0.0
33570715,19,0,0.0
33578042,11,0,0.0
33579439,1,0,0.0
33584351,1,0,0.0
33585681,94,4,0.04
33598740,3,0,0.0
33611270,51,0,0.0
33619479,39,1,0.03
33637615,13,1,0.08
33638399,3,0,0.0
33688489,209,21,0.1
33694815,16,1,0.06
33836821,161,0,0.0
33842121,1,0,0.0
33845168,4,0,0.0
33849291,4,0,0.0
33850013,18,4,0.22
33863436,2769,248,0.09
33874890,7,0,0.0
33877903,4,0,0.0
33878783,1,0,0.0
33882024,4,0,0.0
33914010,2,0,0.0
33926081,3,0,0.0
33990226,1,0,0.0
34005111,7,2,0.29
34045488,209,4,0.02
34067331,210,4,0.02
34072551,1,0,0.0
34092580,1,0,0.0
34107114,13,0,0.0
34162637,224,5,0.02
34199166,6,0,0.0
34226532,10,0,0.0
34236821,33,0,0.0
34261344,70,1,0.01
34275162,3,1,0.33
34283575,168,2,0.01
34283716,18,2,0.11
34302267,1,0,0.0
34319598,252,6,0.02
34368030,9,0,0.0
34388659,2,0,0.0
34563828,75,2,0.03
34584993,3,0,0.0
34586629,14,1,0.07
34591621,2,0,0.0
34595403,2,0,0.0
34604422,1,0,0.0
34606939,284,11,0.04
34621410,176,2,0.01
34631238,70,0,0.0
34687471,3,0,0.0
34696167,1332,80,0.06
34732213,2,0,0.0
34755958,2,1,0.5
34875869,34,1,0.03
34914148,1,0,0.0
34919240,21,0,0.0
34930633,20,0,0.0
34976713,116,1,0.01
35185839,1308,19,0.01
35298092,1,0,0.0
35442707,8,2,0.25
35457567,83,8,0.1
35509147,3,0,0.0
35541651,3,0,0.0
35548336,5,0,0.0
35706093,1,0,0.0
35707236,5,0,0.0
35818187,2,0,0.0
35872982,362,0,0.0
36016730,6,0,0.0
36023434,12,0,0.0
36058325,1,0,0.0
36081485,4,0,0.0
36087558,5,0,0.0
36128951,2,0,0.0
36159724,500,14,0.03
36185753,53,2,0.04
36190662,19,7,0.37
36337249,1,0,0.0
36363646,1,0,0.0
36425849,48,0,0.0
36512649,381,14,0.04
36622792,165,8,0.05
36639748,22,0,0.0
36641834,34,0,0.0
36796355,9,0,0.0
36920284,86,4,0.05
37165043,99,0,0.0
37175396,1,0,0.0
37274585,1134,21,0.02
37435333,117,5,0.04
37508425,55,3,0.05
37629519,118,6,0.05
37641996,4,1,0.25
37664589,78,3,0.04
37666867,1,0,0.0
37714330,623,89,0.14
37795737,2,0,0.0
37807520,3,0,0.0
37875909,227,2,0.01
37890478,48,0,0.0
37920991,1155,13,0.01
37933222,8,0,0.0
37940287,110,11,0.1
37943427,228,4,0.02
37992535,2,0,0.0
38003542,212,15,0.07
38025953,1,0,0.0
38068371,1,0,0.0
38071731,235,7,0.03
38138883,20,0,0.0
38155735,6,1,0.17
38159770,3168,37,0.01
38183473,54,0,0.0
38284848,1,0,0.0
38290633,32,4,0.12
38410529,1572,15,0.01
38445469,13,0,0.0
38558174,594,30,0.05
38621231,1,0,0.0
38659411,63,0,0.0
38718977,211,13,0.06
38862991,6,0,0.0
38881918,737,17,0.02
38886298,1,0,0.0
38899624,6,0,0.0
38935543,20,1,0.05
39080804,1,0,0.0
39341939,1,1,1.0
39464300,644,22,0.03
39473181,1,0,0.0
39475449,1,0,0.0
39478100,74,0,0.0
39519944,15,0,0.0
39563789,641,8,0.01
39586159,6,0,0.0
39588688,3,0,0.0
39617316,8,0,0.0
39850084,3,0,0.0
39956863,67,3,0.04
39960613,46,0,0.0
39972858,19,0,0.0
40045956,1,0,0.0
40199327,318,57,0.18
40206098,7,0,0.0
40255399,22,1,0.05
40316642,4,0,0.0
40396720,6,0,0.0
40500318,32,0,0.0
40626214,1,0,0.0
40658609,5,1,0.2
40670875,2,0,0.0
40684183,1,0,0.0
40733399,4,0,0.0
40735255,316,4,0.01
40836525,12,0,0.0
40846045,5,1,0.2
40850697,5,0,0.0
40881107,2643,137,0.05
40892938,3,0,0.0
40912284,4,0,0.0
40944483,2,0,0.0
40955084,4,1,0.25
40990259,13,1,0.08
41075907,1,0,0.0
41081410,7,1,0.14
41087982,194,1,0.01
41137247,202,15,0.07
41210554,1,0,0.0
41324449,2,0,0.0
41353484,36,0,0.0
41377075,3,0,0.0
41392108,1,0,0.0
41570350,2,0,0.0
41590804,245,2,0.01
41771443,1,0,0.0
41785687,6,0,0.0
41805510,161,1,0.01
41818812,1,0,0.0
41946350,963,50,0.05
41946531,22,0,0.0
41987888,14,2,0.14
41990493,3,0,0.0
41997891,1,0,0.0
42004044,8,0,0.0
42096874,1,0,0.0
42184886,7,1,0.14
42205933,168,1,0.01
42265020,1,0,0.0
42359325,96,3,0.03
42372872,1,0,0.0
42393934,378,18,0.05
42400469,15,0,0.0
42488150,30,0,0.0
42497916,8,0,0.0
42588830,43,1,0.02
42600233,585,2,0.0
42606033,2,0,0.0
42611551,2,0,0.0
42628253,1,1,1.0
42664186,5,0,0.0
42666056,1,0,0.0
42676246,149,1,0.01
42676496,1631,133,0.08
42744615,179,25,0.14
42831836,11,2,0.18
42843492,2,0,0.0
42871150,16,4,0.25
42887518,6,0,0.0
42944522,2,0,0.0
42965210,3,0,0.0
43107791,7,0,0.0
43108770,2,0,0.0
43144106,65,10,0.15
43297683,214,13,0.06
43313013,4,1,0.25
43323993,47,4,0.09
43326364,5,1,0.2
43336824,104,3,0.03
43491923,18,0,0.0
43523378,43,4,0.09
43556087,91,10,0.11
43579033,1,0,0.0
43735333,69,3,0.04
43751909,569,14,0.02
43759506,1,1,1.0
43768069,62,1,0.02
43785705,3,0,0.0
43854326,5,0,0.0
43857007,4,0,0.0
43861778,191,2,0.01
43879660,8,0,0.0
43911467,33,0,0.0
44073287,3,0,0.0
44088672,10,1,0.1
44122323,1,0,0.0
44154128,2,0,0.0
44180052,18,1,0.06
44186840,21,6,0.29
44213095,4,0,0.0
44315641,11,0,0.0
44321047,1,0,0.0
44332805,1,0,0.0
44356803,1,0,0.0
44365998,275,18,0.07
44386744,13,1,0.08
44488915,3,0,0.0
44558880,22,0,0.0
44576354,5,0,0.0
44604112,184,3,0.02
44610685,1,0,0.0
44745931,3,0,0.0
44821213,31,0,0.0
44841510,59,7,0.12
44864415,1,0,0.0
44869662,104,3,0.03
44981793,1,0,0.0
45070892,267,8,0.03
45205532,45,0,0.0
45369624,2,0,0.0
45416043,16,4,0.25
45473645,182,0,0.0
45510416,6,1,0.17
45679697,389,10,0.03
45680745,2,1,0.5
45712828,82,1,0.01
45807562,65,2,0.03
45858042,174,7,0.04
46076410,32,0,0.0
46087491,4,0,0.0
46102563,7,0,0.0
46348816,7,0,0.0
46370054,32,0,0.0
46399956,14,4,0.29
46401097,1,0,0.0
46621826,3,0,0.0
46640068,18,0,0.0
46785531,74,1,0.01
46875856,8,0,0.0
46882903,5,0,0.0
46944842,17,0,0.0
46972418,361,6,0.02
47304437,2,0,0.0
47307926,3,0,0.0
47311815,1,0,0.0
47318010,2,0,0.0
47334522,56,2,0.04
47336638,55,2,0.04
47580785,46,1,0.02
47587855,6,0,0.0
47609672,361,16,0.04
47611209,55,0,0.0
47664791,12,0,0.0
47884220,57,12,0.21
47892093,1,0,0.0
47906367,1,0,0.0
47915507,1,0,0.0
47952949,41,1,0.02
48003895,369,3,0.01
48039545,1,0,0.0
48056568,3,0,0.0
48075697,1,0,0.0
48121002,892,33,0.04
48134279,1,0,0.0
48313868,2,0,0.0
48339447,3,0,0.0
48411029,15,0,0.0
48437203,17,1,0.06
48509445,1648,49,0.03
48640116,8,0,0.0
48658459,2,0,0.0
48669347,726,8,0.01
48745390,7,0,0.0
48791069,89,6,0.07
48962256,9,0,0.0
48997682,358,11,0.03
49025726,61,1,0.02
49067590,152,8,0.05
49164084,10,1,0.1
49297898,622,107,0.17
49360145,1,1,1.0
49445564,3051,222,0.07
49466992,34,0,0.0
49625578,2,1,0.5
49660441,8,0,0.0
49710588,444,45,0.1
49716691,2,0,0.0
49747689,13,1,0.08
49767103,12,1,0.08
49813683,1,0,0.0
49939222,9,0,0.0
49980841,3,0,0.0
49982950,4,0,0.0
50049269,4,0,0.0
50072714,25,1,0.04
50280578,266,13,0.05
50482829,10,0,0.0
50609947,643,16,0.02
50625187,15,0,0.0
50658638,1,0,0.0
50737506,2,0,0.0
50780639,8,0,0.0
50954970,480,12,0.02
51040524,2,0,0.0
51040761,3,0,0.0
51083159,4,3,0.75
51104962,82,1,0.01
51156137,124,10,0.08
51163220,1,0,0.0
51246127,11,1,0.09
51275872,1,0,0.0
51637831,57,5,0.09
51690160,1,0,0.0
51702221,1,1,1.0
51727668,60,11,0.18
51739467,6,2,0.33
51770839,860,8,0.01
51805853,1,0,0.0
51872960,12,1,0.08
51882556,19,0,0.0
52080679,128,5,0.04
52108534,8,1,0.12
52330828,525,11,0.02
52346926,40,1,0.02
52385869,27,0,0.0
52423898,136,10,0.07
52463089,253,9,0.04
52509511,11,0,0.0
52511644,1,0,0.0
52645814,4,0,0.0
52674752,10,2,0.2
52708096,850,40,0.05
52764059,1727,45,0.03
52839870,31,0,0.0
52991573,2264,22,0.01
52998379,1,0,0.0
53032445,59,1,0.02
53068226,1412,100,0.07
53075853,51,0,0.0
53099007,15,1,0.07
53116921,49,2,0.04
53128439,2,0,0.0
53347498,181,0,0.0
53375371,1,0,0.0
53417526,1,0,0.0
53513988,1,0,0.0
53645173,6,0,0.0
53760047,6,0,0.0
53802999,3,0,0.0
53904666,5,0,0.0
53987015,4,0,0.0
54115590,5,0,0.0
54135996,10,0,0.0
54142537,832,5,0.01
54230000,112,15,0.13
54243896,1,0,0.0
54252283,24,2,0.08
54308317,3,0,0.0
54384096,1,0,0.0
54574526,11,0,0.0
54641315,30,0,0.0
54692449,178,7,0.04
54841908,69,0,0.0
54943231,82,19,0.23
55036989,6,0,0.0
55186327,175,32,0.18
55207489,1,0,0.0
55210669,137,27,0.2
55257109,1,0,0.0
55321247,427,17,0.04
55496214,18,0,0.0
55555854,2,0,0.0
55644768,1,0,0.0
55653214,34,2,0.06
55797587,21,0,0.0
56079513,208,9,0.04
56106267,71,0,0.0
56195043,97,20,0.21
56221028,15,0,0.0
56353983,2,0,0.0
56379371,84,2,0.02
56832421,78,0,0.0
57007407,3,0,0.0
57014230,35,2,0.06
57048974,3,0,0.0
57130872,31,0,0.0
57299406,3,0,0.0
57329160,35,3,0.09
57336164,24,0,0.0
57464331,370,11,0.03
57611713,11,0,0.0
57665578,223,14,0.06
57734393,4,0,0.0
57907263,5,0,0.0
57937582,3,0,0.0
57950736,3,1,0.33
58033493,121,4,0.03
58168949,2452,396,0.16
58264989,183,0,0.0
58413697,53,0,0.0
58436667,14,0,0.0
58443668,1787,317,0.18
58563080,1,0,0.0
58591587,28,0,0.0
58637352,366,3,0.01
58740990,3,0,0.0
58741337,24,0,0.0
58743426,1,0,0.0
58861837,5,0,0.0
59011992,23,0,0.0
59116369,1,0,0.0
59459676,16,0,0.0
59474596,20,0,0.0
59564639,1600,67,0.04
59601457,5,0,0.0
59815719,4,1,0.25
59889032,1,0,0.0
59912779,333,4,0.01
60060748,98,5,0.05
60163619,126,1,0.01
60265063,198,14,0.07
60393946,15,0,0.0
60648981,175,3,0.02
60738475,9,0,0.0
61150000,15,0,0.0
61150326,57,0,0.0
61173644,28,0,0.0
61239782,8,0,0.0
61247910,3,0,0.0
61510253,1,0,0.0
61743771,19,0,0.0
62034498,3,0,0.0
62331030,1,1,1.0
62338282,605,22,0.04
62404402,1,0,0.0
62487508,1,0,0.0
62556273,5,0,0.0
62588296,234,26,0.11
62615202,4,0,0.0
62689975,1,0,0.0
62777149,56,1,0.02
62854247,11,0,0.0
62869313,18,1,0.06
62891801,6,0,0.0
62927514,25,0,0.0
63098819,28,0,0.0
63113035,15,0,0.0
63156481,28,1,0.04
63193998,147,6,0.04
63424181,732,8,0.01
63428105,1,0,0.0
63493163,5,0,0.0
63663842,10,0,0.0
63669383,64,4,0.06
63681672,1,0,0.0
63776306,23,0,0.0
64163596,3,1,0.33
64447012,131,7,0.05
64482327,15,1,0.07
64758143,1,0,0.0
64982691,3,0,0.0
65004430,234,25,0.11
65004451,33,0,0.0
65418452,4,0,0.0
65574111,21,0,0.0
65630862,5,0,0.0
65680126,1,0,0.0
65884689,438,12,0.03
66119324,12,0,0.0
66186355,805,20,0.02
66363468,1547,93,0.06
66463469,3,0,0.0
66638375,2,0,0.0
66644492,6,0,0.0
66776113,53,0,0.0
66982637,4,1,0.25
67007751,11,0,0.0
67066811,8,0,0.0
67077504,1309,75,0.06
67128034,9,1,0.11
67318974,37,0,0.0
67422483,2,0,0.0
67582270,3,0,0.0
67707915,1,0,0.0
67713107,15,0,0.0
67731503,6,0,0.0
68149288,33,0,0.0
68232383,9,0,0.0
68283144,29,2,0.07
68386124,1,1,1.0
68397536,2,0,0.0
68518603,1,1,1.0
68628051,1,0,0.0
68697770,65,2,0.03
68822786,10,0,0.0
68980397,101,8,0.08
69022145,40,3,0.08
69082596,3,1,0.33
69166285,25,1,0.04
69286946,3,0,0.0
69341113,6,0,0.0
69521549,1,0,0.0
69531115,1,0,0.0
69554701,28,3,0.11
69557267,53,4,0.08
69920121,6,0,0.0
69939145,5,0,0.0
70078075,653,8,0.01
70099727,167,0,0.0
70112414,2,0,0.0
70115306,332,7,0.02
70453829,4,0,0.0
70478339,8,0,0.0
70666161,2,1,0.5
70917250,184,1,0.01
70922355,31,0,0.0
70947164,440,4,0.01
71123227,115,2,0.02
71179065,3,0,0.0
71231102,245,0,0.0
71264986,1,0,0.0
71269723,63,1,0.02
71358002,3,0,0.0
71359104,2,0,0.0
71478796,6,0,0.0
71509017,53,1,0.02
71511923,2,0,0.0
71634227,3,0,0.0
71875506,2120,158,0.07
72004674,9,0,0.0
72121242,36,1,0.03
72173466,472,4,0.01
72239976,132,4,0.03
72244902,5,0,0.0
72262652,1,1,1.0
72284850,1,0,0.0
72313493,21,0,0.0
72512693,8,0,0.0
72712467,20,0,0.0
72809517,118,4,0.03
72857716,2,0,0.0
72863847,431,19,0.04
72967337,1,0,0.0
73099382,2,0,0.0
73206924,8,0,0.0
73215885,1,0,0.0
73230451,1,0,0.0
73237799,19,1,0.05
73497942,9,0,0.0
73586419,16,2,0.12
73709364,133,2,0.02
73851419,8,0,0.0
73856777,17,0,0.0
73864039,3,0,0.0
73959945,50,7,0.14
73982412,1,0,0.0
73982725,4,0,0.0
73985850,476,32,0.07
74100424,363,9,0.02
74117889,2,0,0.0
74150091,9,0,0.0
74160752,10,0,0.0
74231859,4,0,0.0
74268058,16,1,0.06
74282901,2,0,0.0
74329853,8,0,0.0
74384137,2,0,0.0
74512669,1,0,0.0
74513822,17,0,0.0
74538068,1,0,0.0
74563245,22,1,0.05
74572970,16,0,0.0
74677871,898,216,0.24
74695779,201,3,0.01
74714471,6,0,0.0
74733355,13,0,0.0
74811206,15,0,0.0
74835698,69,1,0.01
74848664,1,0,0.0
74959674,5,0,0.0
74979545,501,63,0.13
75009980,15,0,0.0
75048929,1,0,0.0
75101169,7,0,0.0
75419154,159,3,0.02
75648876,7,0,0.0
75655924,6,0,0.0
75661094,2,0,0.0
75745575,67,6,0.09
75763650,17,0,0.0
75775514,1,0,0.0
75792536,66,3,0.05
75798456,50,2,0.04
76069112,31,2,0.06
76083152,43,1,0.02
76109287,2358,44,0.02
76326034,430,52,0.12
76439953,2,0,0.0
76590330,6,0,0.0
76716911,17,1,0.06
76785667,4,0,0.0
76898829,1,0,0.0
77202955,1,0,0.0
77318452,192,12,0.06
77584964,2,1,0.5
77698615,27,0,0.0
77701082,27,10,0.37
77729569,281,8,0.03
77772002,12,0,0.0
77981203,7,0,0.0
78005513,2,0,0.0
78032889,7,0,0.0
78085881,2,0,0.0
78259988,1,0,0.0
78278577,1,0,0.0
78324862,1,0,0.0
78346767,2,0,0.0
78563125,757,65,0.09
78569517,471,36,0.08
78670482,3,0,0.0
78897550,68,3,0.04
78980322,30,1,0.03
79015009,40,1,0.02
79241590,13,0,0.0
79389925,14,0,0.0
79455373,279,11,0.04
79519657,48,2,0.04
80261315,217,2,0.01
80279569,31,0,0.0
80459232,42,1,0.02
80529673,4,0,0.0
80625780,35,1,0.03
80699225,9,0,0.0
80813565,3,0,0.0
80815138,1,0,0.0
